time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.002,-0.09,0.97,0.05,-0.03,-0.02,-0.18,0.01,-0.00,0.01,1019.03
0.018,-0.10,0.98,0.06,-0.03,-0.02,-0.18,0.01,-0.00,0.01,1019.03
0.046,-0.10,0.98,0.06,-0.03,-0.02,-0.18,0.01,-0.00,0.01,1018.99
0.047,-0.10,0.98,0.06,-0.03,-0.02,-0.18,-0.02,-0.01,0.00,1018.99
0.068,-0.10,0.98,0.06,0.01,0.02,-0.11,-0.02,-0.01,0.00,1018.99
0.087,-0.10,0.98,0.06,0.01,0.02,-0.11,-0.02,-0.01,0.00,1019.01
0.088,-0.09,0.98,0.07,0.01,0.02,-0.11,-0.02,-0.01,0.00,1019.01
0.119,-0.09,0.98,0.07,0.01,0.02,-0.11,-0.00,-0.01,0.00,1019.01
0.139,-0.09,0.98,0.07,-0.01,0.00,0.07,-0.00,-0.01,0.00,1019.01
0.159,-0.09,0.98,0.07,-0.01,0.00,0.07,-0.00,-0.01,0.00,1019.01
0.166,-0.09,0.98,0.07,-0.01,0.00,0.07,-0.00,-0.01,0.00,1018.99
0.189,-0.09,0.98,0.07,-0.01,0.00,0.07,0.01,-0.01,-0.00,1018.99
0.208,-0.09,0.98,0.07,0.01,-0.02,0.06,0.01,-0.01,-0.00,1018.99
0.228,-0.10,0.98,0.07,0.01,-0.02,0.06,0.01,-0.01,-0.00,1018.99
0.246,-0.10,0.98,0.07,0.01,-0.02,0.06,0.01,-0.01,-0.00,1018.99
0.26,-0.10,0.98,0.07,0.01,-0.02,0.06,0.00,-0.01,0.00,1018.99
0.279,-0.10,0.98,0.07,-0.03,0.03,-0.07,0.00,-0.01,0.00,1018.99
0.286,-0.10,0.98,0.07,-0.03,0.03,-0.07,0.00,-0.01,0.00,1018.99
0.298,-0.09,0.97,0.07,-0.03,0.03,-0.07,0.00,-0.01,0.00,1018.99
0.329,-0.09,0.97,0.07,-0.03,0.03,-0.07,0.02,-0.00,-0.00,1018.99
0.348,-0.09,0.97,0.07,0.01,-0.00,0.03,0.02,-0.00,-0.00,1018.99
0.366,-0.09,0.97,0.07,0.01,-0.00,0.03,0.02,-0.00,-0.00,1018.99
0.368,-0.10,0.97,0.06,0.01,-0.00,0.03,0.02,-0.00,-0.00,1018.99
0.399,-0.10,0.97,0.06,0.01,-0.00,0.03,0.00,0.01,0.00,1018.99
0.419,-0.10,0.97,0.06,-0.05,-0.00,0.03,0.00,0.01,0.00,1018.99
0.439,-0.09,0.98,0.07,-0.05,-0.00,0.03,0.00,0.01,0.00,1018.99
0.447,-0.09,0.98,0.07,-0.05,-0.00,0.03,0.00,0.01,0.00,1018.99
0.469,-0.09,0.98,0.07,-0.05,-0.00,0.03,0.02,0.00,0.00,1018.99
0.486,-0.09,0.98,0.07,-0.05,-0.00,0.03,0.02,0.00,0.00,1019.02
0.489,-0.09,0.98,0.07,0.02,-0.02,-0.02,0.02,0.00,0.00,1019.02
0.509,-0.09,0.98,0.06,0.02,-0.02,-0.02,0.02,0.00,0.00,1019.02
0.539,-0.09,0.98,0.06,0.02,-0.02,-0.02,0.02,0.00,-0.00,1019.02
0.559,-0.09,0.98,0.06,-0.01,0.02,-0.00,0.02,0.00,-0.00,1019.02
0.566,-0.09,0.98,0.06,-0.01,0.02,-0.00,0.02,0.00,-0.00,1018.98
0.579,-0.10,0.98,0.06,-0.01,0.02,-0.00,0.02,0.00,-0.00,1018.98
0.608,-0.10,0.98,0.06,-0.01,0.02,-0.00,0.03,-0.00,0.00,1018.98
0.629,-0.10,0.98,0.06,-0.05,0.03,0.01,0.03,-0.00,0.00,1018.98
0.646,-0.10,0.98,0.06,-0.05,0.03,0.01,0.03,-0.00,0.00,1018.98
0.648,-0.09,0.98,0.05,-0.05,0.03,0.01,0.03,-0.00,0.00,1018.98
0.679,-0.09,0.98,0.05,-0.05,0.03,0.01,0.03,-0.01,-0.01,1018.98
0.686,-0.09,0.98,0.05,-0.05,0.03,0.01,0.03,-0.01,-0.01,1019.00
0.699,-0.09,0.98,0.05,0.01,-0.01,-0.01,0.03,-0.01,-0.01,1019.00
0.719,-0.08,0.97,0.05,0.01,-0.01,-0.01,0.03,-0.01,-0.01,1019.00
0.749,-0.08,0.97,0.05,0.01,-0.01,-0.01,0.01,-0.02,-0.03,1019.00
0.766,-0.08,0.97,0.05,0.01,-0.01,-0.01,0.01,-0.02,-0.03,1019.02
0.769,-0.08,0.97,0.05,0.03,-0.01,-0.03,0.01,-0.02,-0.03,1019.02
0.789,-0.13,0.99,0.04,0.03,-0.01,-0.03,0.01,-0.02,-0.03,1019.02
0.819,-0.13,0.99,0.04,0.03,-0.01,-0.03,0.01,-0.04,0.06,1019.02
0.839,-0.13,0.99,0.04,-0.20,0.12,-0.17,0.01,-0.04,0.06,1019.02
0.846,-0.13,0.99,0.04,-0.20,0.12,-0.17,0.01,-0.04,0.06,1018.98
0.859,-0.09,0.97,0.06,-0.20,0.12,-0.17,0.01,-0.04,0.06,1018.98
0.886,-0.09,0.97,0.06,-0.20,0.12,-0.17,0.01,-0.04,0.06,1019.00
0.888,-0.09,0.97,0.06,-0.20,0.12,-0.17,0.06,-0.08,0.02,1019.00
0.909,-0.09,0.97,0.06,0.07,-0.08,0.10,0.06,-0.08,0.02,1019.00
0.929,-0.10,0.98,0.06,0.07,-0.08,0.10,0.06,-0.08,0.02,1019.00
0.959,-0.10,0.98,0.06,0.07,-0.08,0.10,0.13,-0.10,0.04,1019.00
0.966,-0.10,0.98,0.06,0.07,-0.08,0.10,0.13,-0.10,0.04,1018.96
0.979,-0.10,0.98,0.06,-0.12,0.05,0.14,0.13,-0.10,0.04,1018.96
0.998,-0.06,0.96,0.02,-0.12,0.05,0.14,0.13,-0.10,0.04,1018.96
1.029,-0.06,0.96,0.02,-0.12,0.05,0.14,0.09,-0.07,-0.05,1018.96
1.046,-0.06,0.96,0.02,-0.12,0.05,0.14,0.09,-0.07,-0.05,1018.95
1.049,-0.06,0.96,0.02,0.07,-0.08,0.11,0.09,-0.07,-0.05,1018.95
1.069,-0.13,0.99,0.07,0.07,-0.08,0.11,0.09,-0.07,-0.05,1018.95
1.086,-0.13,0.99,0.07,0.07,-0.08,0.11,0.09,-0.07,-0.05,1018.95
1.099,-0.13,0.99,0.07,0.07,-0.08,0.11,0.25,-0.04,0.05,1018.95
1.119,-0.13,0.99,0.07,0.03,-0.03,0.16,0.25,-0.04,0.05,1018.95
1.139,-0.15,1.01,0.02,0.03,-0.03,0.16,0.25,-0.04,0.05,1018.95
1.166,-0.15,1.01,0.02,0.03,-0.03,0.16,0.25,-0.04,0.05,1018.92
1.168,-0.15,1.01,0.02,0.03,-0.03,0.16,0.32,-0.14,0.30,1018.92
1.189,-0.15,1.01,0.02,-0.49,0.22,0.10,0.32,-0.14,0.30,1018.92
1.209,-0.23,1.10,-0.06,-0.49,0.22,0.10,0.32,-0.14,0.30,1018.92
1.239,-0.23,1.10,-0.06,-0.49,0.22,0.10,0.09,-0.31,0.86,1018.92
1.246,-0.23,1.10,-0.06,-0.49,0.22,0.10,0.09,-0.31,0.86,1018.90
1.259,-0.23,1.10,-0.06,-1.68,0.86,-0.27,0.09,-0.31,0.86,1018.90
1.279,0.06,1.02,0.14,-1.68,0.86,-0.27,0.09,-0.31,0.86,1018.90
1.286,0.06,1.02,0.14,-1.68,0.86,-0.27,0.09,-0.31,0.86,1018.85
1.31,0.06,1.02,0.14,-1.68,0.86,-0.27,0.45,0.93,0.87,1018.85
1.33,0.06,1.02,0.14,-0.83,0.73,0.76,0.45,0.93,0.87,1018.85
1.349,-0.28,0.87,-0.09,-0.83,0.73,0.76,0.45,0.93,0.87,1018.85
1.367,-0.28,0.87,-0.09,-0.83,0.73,0.76,0.45,0.93,0.87,1018.80
1.379,-0.28,0.87,-0.09,-0.83,0.73,0.76,0.25,2.19,-0.47,1018.80
1.399,-0.28,0.87,-0.09,0.29,-0.62,0.58,0.25,2.19,-0.47,1018.80
1.419,-0.73,0.71,-0.07,0.29,-0.62,0.58,0.25,2.19,-0.47,1018.80
1.446,-0.73,0.71,-0.07,0.29,-0.62,0.58,0.25,2.19,-0.47,1018.87
1.45,-0.73,0.71,-0.07,0.29,-0.62,0.58,0.48,1.04,-1.28,1018.87
1.469,-0.73,0.71,-0.07,-7.46,-2.72,-0.58,0.48,1.04,-1.28,1018.87
1.486,-0.73,0.71,-0.07,-7.46,-2.72,-0.58,0.48,1.04,-1.28,1018.82
1.489,-0.44,0.93,-0.03,-7.46,-2.72,-0.58,0.48,1.04,-1.28,1018.82
1.522,-0.44,0.93,-0.03,-7.46,-2.72,-0.58,0.49,0.41,-1.59,1018.82
1.539,-0.44,0.93,-0.03,-3.66,-1.02,0.30,0.49,0.41,-1.59,1018.82
1.559,-0.02,1.14,-0.10,-3.66,-1.02,0.30,0.49,0.41,-1.59,1018.82
1.565,-0.02,1.14,-0.10,-3.66,-1.02,0.30,0.49,0.41,-1.59,1018.82
1.589,-0.02,1.14,-0.10,-3.66,-1.02,0.30,-0.12,0.16,-1.20,1018.82
1.61,-0.02,1.14,-0.10,1.14,1.61,0.59,-0.12,0.16,-1.20,1018.82
