time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.002,-0.07,0.96,0.11,-0.04,-0.02,-0.03,-0.06,-0.00,0.03,1019.01
0.007,-0.06,0.97,0.12,-0.04,-0.02,-0.03,-0.06,-0.00,0.03,1019.01
0.028,-0.06,0.97,0.12,-0.04,-0.02,-0.03,-0.01,-0.01,0.04,1019.01
0.047,-0.06,0.97,0.12,-0.05,-0.08,0.04,-0.01,-0.01,0.04,1019.01
0.078,-0.05,0.98,0.11,-0.05,-0.08,0.04,-0.01,-0.01,0.04,1019.01
0.081,-0.05,0.98,0.11,-0.05,-0.08,0.04,-0.01,-0.01,0.04,1018.92
0.097,-0.05,0.98,0.11,-0.05,-0.08,0.04,-0.05,0.01,0.06,1018.92
0.118,-0.05,0.98,0.11,-0.08,0.02,-0.10,-0.05,0.01,0.06,1018.92
0.12,-0.05,0.98,0.11,-0.08,0.02,-0.10,-0.05,0.01,0.06,1018.94
0.148,-0.05,0.97,0.13,-0.08,0.02,-0.10,-0.05,0.01,0.06,1018.94
0.167,-0.05,0.97,0.13,-0.08,0.02,-0.10,-0.04,0.01,0.05,1018.94
0.188,-0.05,0.97,0.13,-0.02,0.03,-0.05,-0.04,0.01,0.05,1018.94
0.201,-0.05,0.97,0.13,-0.02,0.03,-0.05,-0.04,0.01,0.05,1018.98
0.217,-0.04,0.97,0.14,-0.02,0.03,-0.05,-0.04,0.01,0.05,1018.98
0.238,-0.04,0.97,0.14,-0.02,0.03,-0.05,0.01,0.01,0.05,1018.98
0.257,-0.04,0.97,0.14,0.04,-0.02,0.17,0.01,0.01,0.05,1018.98
0.281,-0.04,0.97,0.14,0.04,-0.02,0.17,0.01,0.01,0.05,1018.98
0.288,-0.04,0.98,0.13,0.04,-0.02,0.17,0.01,0.01,0.05,1018.98
0.308,-0.04,0.98,0.13,0.04,-0.02,0.17,0.01,0.01,0.04,1018.98
