time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.014,-0.06,0.98,0.06,-0.02,0.01,-0.04,-0.01,-0.02,-0.00,1019.04
0.014,-0.07,0.97,0.13,-0.02,0.01,-0.04,-0.01,-0.02,-0.00,1019.04
0.028,-0.05,0.98,0.06,-0.02,0.01,-0.04,-0.01,-0.02,-0.00,1019.04
0.028,-0.05,0.98,0.06,-0.02,0.01,-0.04,-0.01,-0.02,-0.00,1018.98
0.037,-0.05,0.98,0.06,-0.02,0.01,-0.04,0.00,-0.00,0.01,1018.98
0.048,-0.06,0.98,0.09,-0.02,0.01,-0.04,0.00,-0.00,0.01,1018.98
0.049,-0.06,0.98,0.09,0.00,-0.02,-0.14,0.00,-0.00,0.01,1018.98
0.08,-0.06,0.98,0.08,0.00,-0.02,-0.14,0.00,-0.00,0.01,1018.98
0.111,-0.06,0.98,0.08,0.00,-0.02,-0.14,0.01,0.00,0.01,1018.98
0.111,-0.06,0.98,0.08,0.00,-0.02,-0.14,0.01,0.00,0.01,1018.98
0.112,-0.06,0.98,0.08,0.00,-0.02,-0.14,0.01,0.00,0.01,1019.04
0.112,-0.05,0.98,0.07,0.00,-0.02,-0.14,0.01,0.00,0.01,1019.04
0.118,-0.05,0.98,0.07,-0.04,-0.00,0.15,0.01,0.00,0.01,1019.04
0.149,-0.05,0.97,0.09,-0.04,-0.00,0.15,0.01,0.00,0.01,1019.04
0.149,-0.05,0.97,0.09,-0.04,-0.00,0.15,0.01,0.00,0.01,1019.01
0.15,-0.07,0.98,0.09,-0.04,-0.00,0.15,0.01,0.00,0.01,1019.01
0.178,-0.07,0.98,0.09,-0.04,-0.00,0.15,0.00,-0.00,0.00,1019.01
0.179,-0.07,0.98,0.10,-0.04,-0.00,0.15,0.00,-0.00,0.00,1019.01
0.189,-0.06,0.98,0.08,-0.04,-0.00,0.15,0.00,-0.00,0.00,1019.01
0.189,-0.06,0.98,0.08,0.00,0.00,-0.07,0.00,-0.00,0.00,1019.01
0.214,-0.05,0.97,0.09,0.00,0.00,-0.07,0.00,-0.00,0.00,1019.01
0.229,-0.06,0.97,0.12,0.00,0.00,-0.07,0.00,-0.00,0.00,1019.01
0.23,-0.06,0.97,0.12,0.00,0.00,-0.07,0.00,-0.00,0.00,1019.00
0.248,-0.06,0.97,0.12,0.00,0.00,-0.07,0.03,-0.00,0.01,1019.00
0.262,-0.06,0.98,0.07,0.00,0.00,-0.07,0.03,-0.00,0.01,1019.00
0.262,-0.06,0.98,0.07,-0.05,0.01,0.05,0.03,-0.00,0.01,1019.00
0.282,-0.06,0.98,0.08,-0.05,0.01,0.05,0.03,-0.00,0.01,1019.00
0.312,-0.06,0.98,0.08,-0.05,0.01,0.05,0.03,-0.00,0.01,1019.00
0.313,-0.05,0.98,0.06,-0.05,0.01,0.05,0.03,-0.00,0.01,1019.00
0.314,-0.05,0.98,0.05,-0.05,0.01,0.05,0.03,-0.00,0.01,1019.00
0.318,-0.05,0.98,0.05,-0.05,0.01,0.05,0.01,-0.01,0.00,1019.00
0.329,-0.06,0.98,0.08,-0.05,0.01,0.05,0.01,-0.01,0.00,1019.00
0.33,-0.06,0.98,0.08,-0.01,-0.02,0.05,0.01,-0.01,0.00,1019.00
0.349,-0.07,0.98,0.10,-0.01,-0.02,0.05,0.01,-0.01,0.00,1019.00
