time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.001,0.04,0.78,0.66,0.03,-0.02,0.02,0.01,0.02,-0.01,1008.81
0.009,0.04,0.78,0.68,0.03,-0.02,0.02,0.01,0.02,-0.01,1008.81
0.009,0.04,0.79,0.66,0.03,-0.02,0.02,0.01,0.02,-0.01,1008.81
0.009,0.04,0.77,0.67,0.03,-0.02,0.02,0.01,0.02,-0.01,1008.81
0.009,0.04,0.77,0.67,-0.01,-0.03,0.10,0.01,0.02,-0.01,1008.81
0.01,0.04,0.77,0.67,-0.01,-0.03,0.10,0.03,-0.03,0.01,1008.81
0.065,0.06,0.76,0.65,-0.01,-0.03,0.10,0.03,-0.03,0.01,1008.81
0.066,0.06,0.80,0.66,-0.01,-0.03,0.10,0.03,-0.03,0.01,1008.81
0.066,0.05,0.79,0.65,-0.01,-0.03,0.10,0.03,-0.03,0.01,1008.81
0.066,0.05,0.79,0.65,-0.01,-0.03,0.10,0.04,-0.03,0.03,1008.81
0.067,0.05,0.79,0.65,0.11,0.02,-0.03,0.04,-0.03,0.03,1008.81
0.081,0.05,0.79,0.65,0.11,0.02,-0.03,0.04,-0.03,0.03,1008.81
0.119,0.05,0.79,0.65,0.11,0.02,-0.03,0.04,-0.03,0.03,1008.80
0.124,0.05,0.79,0.65,0.32,-0.16,-0.12,0.04,-0.03,0.03,1008.80
0.124,0.05,0.78,0.64,0.32,-0.16,-0.12,0.04,-0.03,0.03,1008.80
0.125,0.08,0.77,0.64,0.32,-0.16,-0.12,0.04,-0.03,0.03,1008.80
0.125,0.11,0.76,0.65,0.32,-0.16,-0.12,0.04,-0.03,0.03,1008.80
0.125,0.11,0.76,0.65,0.32,-0.16,-0.12,0.05,0.01,0.05,1008.80
0.182,0.11,0.76,0.66,0.32,-0.16,-0.12,0.05,0.01,0.05,1008.80
0.183,0.11,0.76,0.65,0.32,-0.16,-0.12,0.05,0.01,0.05,1008.80
0.183,0.14,0.77,0.65,0.32,-0.16,-0.12,0.05,0.01,0.05,1008.80
0.183,0.14,0.77,0.65,0.32,-0.16,-0.12,0.04,0.15,0.11,1008.80
0.184,0.14,0.77,0.65,0.71,-0.22,0.04,0.04,0.15,0.11,1008.80
0.198,0.14,0.77,0.65,0.71,-0.22,0.04,0.04,0.15,0.11,1008.80
0.241,0.14,0.77,0.65,1.42,-0.33,0.05,0.04,0.15,0.11,1008.80
0.242,0.19,0.76,0.66,1.42,-0.33,0.05,0.04,0.15,0.11,1008.80
0.242,0.20,0.75,0.66,1.42,-0.33,0.05,0.04,0.15,0.11,1008.80
0.243,0.21,0.74,0.64,1.42,-0.33,0.05,0.04,0.15,0.11,1008.80
0.243,0.21,0.74,0.64,1.42,-0.33,0.05,0.03,0.30,0.38,1008.80
0.281,0.21,0.74,0.64,1.42,-0.33,0.05,0.03,0.30,0.38,1008.79
0.299,0.22,0.75,0.63,1.42,-0.33,0.05,0.03,0.30,0.38,1008.79
0.299,0.19,0.79,0.60,1.42,-0.33,0.05,0.03,0.30,0.38,1008.79
0.3,0.17,0.82,0.57,1.42,-0.33,0.05,0.03,0.30,0.38,1008.79
0.3,0.17,0.82,0.57,1.42,-0.33,0.05,0.13,0.55,0.73,1008.79
0.3,0.17,0.82,0.57,1.20,0.02,-0.44,0.13,0.55,0.73,1008.79
0.319,0.17,0.82,0.57,1.20,0.02,-0.44,0.13,0.55,0.73,1008.78
0.357,0.17,0.82,0.57,0.48,0.69,-0.92,0.13,0.55,0.73,1008.78
0.358,0.14,0.86,0.55,0.48,0.69,-0.92,0.13,0.55,0.73,1008.78
0.358,0.14,0.87,0.53,0.48,0.69,-0.92,0.13,0.55,0.73,1008.78
0.359,0.14,0.86,0.54,0.48,0.69,-0.92,0.13,0.55,0.73,1008.78
0.359,0.14,0.86,0.54,0.48,0.69,-0.92,0.26,0.62,0.88,1008.78
0.399,0.14,0.86,0.54,0.48,0.69,-0.92,0.26,0.62,0.88,1008.79
0.415,0.09,0.85,0.53,0.48,0.69,-0.92,0.26,0.62,0.88,1008.79
0.416,0.05,0.85,0.53,0.48,0.69,-0.92,0.26,0.62,0.88,1008.79
0.416,0.07,0.81,0.53,0.48,0.69,-0.92,0.26,0.62,0.88,1008.79
0.417,0.07,0.81,0.53,0.48,0.69,-0.92,0.23,0.66,0.80,1008.79
0.417,0.07,0.81,0.53,-0.28,0.39,-0.96,0.23,0.66,0.80,1008.79
0.474,0.07,0.81,0.53,-0.35,-0.54,-1.20,0.23,0.66,0.80,1008.79
0.475,0.07,0.75,0.52,-0.35,-0.54,-1.20,0.23,0.66,0.80,1008.79
0.475,0.07,0.75,0.48,-0.35,-0.54,-1.20,0.23,0.66,0.80,1008.79
0.475,0.11,0.75,0.47,-0.35,-0.54,-1.20,0.23,0.66,0.80,1008.79
0.476,0.11,0.75,0.47,-0.35,-0.54,-1.20,0.28,0.41,0.71,1008.79
0.478,0.11,0.75,0.47,-0.35,-0.54,-1.20,0.28,0.41,0.71,1008.79
0.52,0.11,0.75,0.47,-0.35,-0.54,-1.20,0.28,0.41,0.71,1008.80
0.533,0.15,0.73,0.47,-0.35,-0.54,-1.20,0.28,0.41,0.71,1008.80
0.535,0.14,0.72,0.43,-0.35,-0.54,-1.20,0.28,0.41,0.71,1008.80
0.536,0.14,0.71,0.41,-0.35,-0.54,-1.20,0.28,0.41,0.71,1008.80
0.538,0.14,0.71,0.41,-0.35,-0.54,-1.20,0.40,0.26,0.59,1008.80
0.539,0.14,0.71,0.41,0.06,-0.91,-1.53,0.40,0.26,0.59,1008.80
0.595,0.13,0.69,0.34,0.06,-0.91,-1.53,0.40,0.26,0.59,1008.80
0.598,0.04,0.67,0.24,0.06,-0.91,-1.53,0.40,0.26,0.59,1008.80
0.599,-0.09,0.68,0.12,0.06,-0.91,-1.53,0.40,0.26,0.59,1008.80
0.6,-0.09,0.68,0.12,-1.32,-1.32,-3.29,0.40,0.26,0.59,1008.80
0.602,-0.09,0.68,0.12,-1.32,-1.32,-3.29,0.35,-0.05,0.47,1008.80
0.603,-0.09,0.68,0.12,-1.32,-1.32,-3.29,0.35,-0.05,0.47,1008.80
0.65,-0.19,0.71,0.13,-1.32,-1.32,-3.29,0.35,-0.05,0.47,1008.80
0.652,-0.32,0.78,0.14,-1.32,-1.32,-3.29,0.35,-0.05,0.47,1008.80
0.653,-0.29,0.90,0.18,-1.32,-1.32,-3.29,0.35,-0.05,0.47,1008.80
0.654,-0.29,0.90,0.18,-1.32,-1.32,-3.29,-0.57,-2.80,0.73,1008.80
0.655,-0.29,0.90,0.18,-5.33,0.10,-3.96,-0.57,-2.80,0.73,1008.80
0.679,-0.29,0.90,0.18,-5.33,0.10,-3.96,-0.57,-2.80,0.73,1008.81
0.707,-0.12,0.89,0.50,-5.33,0.10,-3.96,-0.57,-2.80,0.73,1008.81
0.71,0.51,0.69,0.52,-5.33,0.10,-3.96,-0.57,-2.80,0.73,1008.81
0.71,1.40,0.58,0.49,-5.33,0.10,-3.96,-0.57,-2.80,0.73,1008.81
0.711,1.40,0.58,0.49,-5.33,0.10,-3.96,-0.75,-7.66,0.90,1008.81
0.713,1.40,0.58,0.49,0.58,-0.25,0.97,-0.75,-7.66,0.90,1008.81
0.72,1.40,0.58,0.49,0.58,-0.25,0.97,-0.75,-7.66,0.90,1008.87
0.767,1.69,0.57,0.52,0.58,-0.25,0.97,-0.75,-7.66,0.90,1008.87
0.769,0.96,0.70,0.39,0.58,-0.25,0.97,-0.75,-7.66,0.90,1008.87
0.77,0.54,0.76,0.44,0.58,-0.25,0.97,-0.75,-7.66,0.90,1008.87
0.771,0.54,0.76,0.44,0.58,-0.25,0.97,0.92,-1.40,-0.75,1008.87
0.772,0.54,0.76,0.44,5.09,-1.10,1.28,0.92,-1.40,-0.75,1008.87
0.799,0.54,0.76,0.44,5.09,-1.10,1.28,0.92,-1.40,-0.75,1008.90
0.824,0.47,0.74,0.54,5.09,-1.10,1.28,0.92,-1.40,-0.75,1008.90
0.826,0.51,0.77,0.58,5.09,-1.10,1.28,0.92,-1.40,-0.75,1008.90
0.828,0.46,0.77,0.54,5.09,-1.10,1.28,0.92,-1.40,-0.75,1008.90
0.828,0.46,0.77,0.54,5.09,-1.10,1.28,0.82,1.86,-0.69,1008.90
0.829,0.46,0.77,0.54,0.03,-0.59,2.10,0.82,1.86,-0.69,1008.90
0.88,0.46,0.77,0.54,0.03,-0.59,2.10,0.82,1.86,-0.69,1008.93
0.889,0.37,0.74,0.52,0.03,-0.59,2.10,0.82,1.86,-0.69,1008.93
0.89,0.31,0.74,0.53,0.03,-0.59,2.10,0.82,1.86,-0.69,1008.93
0.89,0.29,0.83,0.50,0.03,-0.59,2.10,0.82,1.86,-0.69,1008.93
0.891,0.29,0.83,0.50,0.03,-0.59,2.10,0.94,2.16,-0.74,1008.93
0.891,0.29,0.83,0.50,-0.73,-0.86,1.62,0.94,2.16,-0.74,1008.93
0.919,0.29,0.83,0.50,-0.73,-0.86,1.62,0.94,2.16,-0.74,1008.88
0.942,0.26,0.93,0.43,-0.73,-0.86,1.62,0.94,2.16,-0.74,1008.88
0.945,0.23,0.95,0.39,-0.73,-0.86,1.62,0.94,2.16,-0.74,1008.88
0.946,0.23,0.90,0.40,-0.73,-0.86,1.62,0.94,2.16,-0.74,1008.88
0.947,0.23,0.90,0.40,-0.73,-0.86,1.62,0.77,-0.21,-0.62,1008.88
0.948,0.23,0.90,0.40,-1.26,0.41,0.92,0.77,-0.21,-0.62,1008.88
1.001,0.26,0.87,0.41,-1.26,0.41,0.92,0.77,-0.21,-0.62,1008.88
1.003,0.35,0.89,0.40,-1.26,0.41,0.92,0.77,-0.21,-0.62,1008.88
1.004,0.47,0.93,0.39,-1.26,0.41,0.92,0.77,-0.21,-0.62,1008.88
1.005,0.47,0.93,0.39,-1.26,0.41,0.92,0.63,-1.63,-0.32,1008.88
1.006,0.47,0.93,0.39,-0.16,-0.09,1.50,0.63,-1.63,-0.32,1008.88
1.007,0.47,0.93,0.39,-0.16,-0.09,1.50,0.63,-1.63,-0.32,1008.85
1.059,0.51,0.96,0.35,-0.16,-0.09,1.50,0.63,-1.63,-0.32,1008.85
1.061,0.45,1.00,0.28,-0.16,-0.09,1.50,0.63,-1.63,-0.32,1008.85
1.063,0.38,1.00,0.22,-0.16,-0.09,1.50,0.63,-1.63,-0.32,1008.85
1.064,0.38,1.00,0.22,-0.16,-0.09,1.50,1.05,-0.59,-0.33,1008.85
1.065,0.38,1.00,0.22,0.79,0.57,1.06,1.05,-0.59,-0.33,1008.85
1.079,0.38,1.00,0.22,0.79,0.57,1.06,1.05,-0.59,-0.33,1008.85
1.116,0.35,0.98,0.26,0.79,0.57,1.06,1.05,-0.59,-0.33,1008.85
1.118,0.22,1.15,0.44,0.79,0.57,1.06,1.05,-0.59,-0.33,1008.85
1.119,0.74,1.84,0.27,0.79,0.57,1.06,1.05,-0.59,-0.33,1008.85
1.119,0.74,1.84,0.27,0.79,0.57,1.06,0.87,-0.58,-0.54,1008.85
1.12,0.74,1.84,0.27,0.92,3.67,1.97,0.87,-0.58,-0.54,1008.85
1.121,0.74,1.84,0.27,0.92,3.67,1.97,0.87,-0.58,-0.54,1008.85
1.175,0.74,1.84,0.27,7.31,0.33,0.48,0.87,-0.58,-0.54,1008.85
1.178,1.66,1.70,0.35,7.31,0.33,0.48,0.87,-0.58,-0.54,1008.85
1.179,1.26,0.80,0.28,7.31,0.33,0.48,0.87,-0.58,-0.54,1008.85
1.18,0.37,0.47,-0.18,7.31,0.33,0.48,0.87,-0.58,-0.54,1008.85
1.181,0.37,0.47,-0.18,7.31,0.33,0.48,0.68,0.70,-0.06,1008.85
1.199,0.37,0.47,-0.18,7.31,0.33,0.48,0.68,0.70,-0.06,1008.84
1.233,0.04,0.67,-0.44,7.31,0.33,0.48,0.68,0.70,-0.06,1008.84
1.235,-0.07,0.88,-0.24,7.31,0.33,0.48,0.68,0.70,-0.06,1008.84
1.235,0.01,0.98,0.05,7.31,0.33,0.48,0.68,0.70,-0.06,1008.84
1.236,0.01,0.98,0.05,-2.70,-1.35,-2.64,0.68,0.70,-0.06,1008.84
1.237,0.01,0.98,0.05,-2.70,-1.35,-2.64,0.92,1.03,-1.25,1008.84
1.282,0.01,0.98,0.05,-2.70,-1.35,-2.64,0.92,1.03,-1.25,1008.82
1.298,0.07,1.02,0.05,-2.70,-1.35,-2.64,0.92,1.03,-1.25,1008.82
1.3,0.24,1.08,-0.01,-2.70,-1.35,-2.64,0.92,1.03,-1.25,1008.82
1.301,0.28,1.13,0.02,-2.70,-1.35,-2.64,0.92,1.03,-1.25,1008.82
1.302,0.28,1.13,0.02,-0.28,0.83,-0.34,0.92,1.03,-1.25,1008.82
1.303,0.28,1.13,0.02,-0.28,0.83,-0.34,0.03,-0.22,-0.73,1008.82
1.322,0.28,1.13,0.02,-0.28,0.83,-0.34,0.03,-0.22,-0.73,1008.82
1.35,0.28,1.13,0.02,-1.46,0.07,0.42,0.03,-0.22,-0.73,1008.82
1.351,0.15,1.07,0.05,-1.46,0.07,0.42,0.03,-0.22,-0.73,1008.82
1.352,0.01,0.99,0.07,-1.46,0.07,0.42,0.03,-0.22,-0.73,1008.82
1.352,-0.05,0.96,0.10,-1.46,0.07,0.42,0.03,-0.22,-0.73,1008.82
1.352,-0.05,0.96,0.10,-1.46,0.07,0.42,0.26,-0.90,-0.64,1008.82
1.399,-0.05,0.96,0.10,-1.46,0.07,0.42,0.26,-0.90,-0.64,1008.82
1.407,0.01,0.95,0.06,-1.46,0.07,0.42,0.26,-0.90,-0.64,1008.82
1.408,0.19,0.97,-0.04,-1.46,0.07,0.42,0.26,-0.90,-0.64,1008.82
1.408,0.35,1.03,-0.04,-1.46,0.07,0.42,0.26,-0.90,-0.64,1008.82
1.408,0.35,1.03,-0.04,-1.46,0.07,0.42,0.53,-0.25,-0.22,1008.82
1.409,0.35,1.03,-0.04,0.08,-0.20,-0.06,0.53,-0.25,-0.22,1008.82
1.465,0.26,1.07,-0.03,0.08,-0.20,-0.06,0.53,-0.25,-0.22,1008.82
1.466,0.07,1.03,-0.03,0.08,-0.20,-0.06,0.53,-0.25,-0.22,1008.82
1.467,-0.06,0.99,-0.04,0.08,-0.20,-0.06,0.53,-0.25,-0.22,1008.82
1.467,-0.06,0.99,-0.04,0.08,-0.20,-0.06,0.67,0.31,-0.31,1008.82
1.467,-0.06,0.99,-0.04,-0.67,0.23,0.08,0.67,0.31,-0.31,1008.82
1.479,-0.06,0.99,-0.04,-0.67,0.23,0.08,0.67,0.31,-0.31,1008.84
1.519,-0.06,0.99,-0.04,-0.67,0.23,0.08,0.67,0.31,-0.31,1008.83
1.523,-0.07,0.98,-0.05,-0.67,0.23,0.08,0.67,0.31,-0.31,1008.83
1.523,0.03,0.98,-0.07,-0.67,0.23,0.08,0.67,0.31,-0.31,1008.83
1.524,0.20,1.00,-0.10,-0.67,0.23,0.08,0.67,0.31,-0.31,1008.83
1.524,0.20,1.00,-0.10,-1.01,-0.18,0.02,0.67,0.31,-0.31,1008.83
1.524,0.20,1.00,-0.10,-1.01,-0.18,0.02,0.45,-0.91,0.08,1008.83
1.582,0.35,1.01,-0.04,-1.01,-0.18,0.02,0.45,-0.91,0.08,1008.83
1.583,0.41,0.99,0.06,-1.01,-0.18,0.02,0.45,-0.91,0.08,1008.83
1.583,0.32,1.01,0.09,-1.01,-0.18,0.02,0.45,-0.91,0.08,1008.83
1.583,0.32,1.01,0.09,-1.01,-0.18,0.02,0.53,-0.69,0.03,1008.83
1.583,0.32,1.01,0.09,1.99,-0.01,1.45,0.53,-0.69,0.03,1008.83
1.6,0.32,1.01,0.09,1.99,-0.01,1.45,0.53,-0.69,0.03,1008.83
1.641,0.32,1.05,0.06,1.99,-0.01,1.45,0.53,-0.69,0.03,1008.83
1.642,0.27,1.13,0.04,1.99,-0.01,1.45,0.53,-0.69,0.03,1008.83
1.642,0.03,1.18,0.03,1.99,-0.01,1.45,0.53,-0.69,0.03,1008.83
1.643,0.03,1.18,0.03,1.99,-0.01,1.45,0.90,-0.30,-0.16,1008.83
1.643,0.03,1.18,0.03,0.55,1.21,2.00,0.90,-0.30,-0.16,1008.83
1.679,0.03,1.18,0.03,0.55,1.21,2.00,0.90,-0.30,-0.16,1008.84
1.698,-0.12,1.17,-0.12,0.55,1.21,2.00,0.90,-0.30,-0.16,1008.84
1.699,0.15,1.21,-0.17,0.55,1.21,2.00,0.90,-0.30,-0.16,1008.84
1.7,0.34,1.22,-0.11,0.55,1.21,2.00,0.90,-0.30,-0.16,1008.84
1.7,0.34,1.22,-0.11,-0.04,2.09,0.92,0.90,-0.30,-0.16,1008.84
1.701,0.34,1.22,-0.11,-0.04,2.09,0.92,1.01,-1.21,-0.07,1008.84
1.719,0.34,1.22,-0.11,-0.04,2.09,0.92,1.01,-1.21,-0.07,1008.85
1.757,0.27,1.24,-0.03,-0.04,2.09,0.92,1.01,-1.21,-0.07,1008.85
1.758,0.25,1.19,0.01,-0.04,2.09,0.92,1.01,-1.21,-0.07,1008.85
1.758,0.31,1.17,-0.13,-0.04,2.09,0.92,1.01,-1.21,-0.07,1008.85
1.759,0.31,1.17,-0.13,-0.04,2.09,0.92,0.81,-3.22,-0.54,1008.85
1.759,0.31,1.17,-0.13,2.18,2.14,2.31,0.81,-3.22,-0.54,1008.85
1.8,0.31,1.17,-0.13,2.18,2.14,2.31,0.81,-3.22,-0.54,1008.85
1.815,0.40,1.00,-0.21,2.18,2.14,2.31,0.81,-3.22,-0.54,1008.85
1.816,0.58,0.75,0.04,2.18,2.14,2.31,0.81,-3.22,-0.54,1008.85
1.816,0.77,0.55,0.21,2.18,2.14,2.31,0.81,-3.22,-0.54,1008.85
1.817,0.77,0.55,0.21,5.72,-2.11,2.90,0.81,-3.22,-0.54,1008.85
1.819,0.77,0.55,0.21,5.72,-2.11,2.90,-0.04,-3.49,-0.10,1008.85
1.874,0.83,0.53,0.14,5.72,-2.11,2.90,-0.04,-3.49,-0.10,1008.85
1.874,0.64,0.66,0.11,5.72,-2.11,2.90,-0.04,-3.49,-0.10,1008.85
1.875,0.44,0.81,0.11,5.72,-2.11,2.90,-0.04,-3.49,-0.10,1008.85
1.875,0.44,0.81,0.11,5.72,-2.11,2.90,-0.68,-1.82,1.58,1008.85
1.875,0.44,0.81,0.11,5.53,-3.11,3.53,-0.68,-1.82,1.58,1008.85
1.879,0.44,0.81,0.11,5.53,-3.11,3.53,-0.68,-1.82,1.58,1008.85
1.92,0.44,0.81,0.11,5.53,-3.11,3.53,-0.68,-1.82,1.58,1008.85
1.933,0.36,0.92,-0.06,5.53,-3.11,3.53,-0.68,-1.82,1.58,1008.85
1.933,0.32,1.01,-0.17,5.53,-3.11,3.53,-0.68,-1.82,1.58,1008.85
1.933,0.22,1.09,-0.21,5.53,-3.11,3.53,-0.68,-1.82,1.58,1008.85
1.934,0.22,1.09,-0.21,5.53,-3.11,3.53,-0.81,-0.11,2.70,1008.85
1.934,0.22,1.09,-0.21,0.75,0.34,0.45,-0.81,-0.11,2.70,1008.85
1.99,0.03,1.13,-0.20,0.75,0.34,0.45,-0.81,-0.11,2.70,1008.85
1.991,-0.11,1.11,-0.16,0.75,0.34,0.45,-0.81,-0.11,2.70,1008.85
1.991,-0.12,1.11,-0.15,0.75,0.34,0.45,-0.81,-0.11,2.70,1008.85
1.991,-0.12,1.11,-0.15,0.75,0.34,0.45,-1.26,-0.26,2.66,1008.85
1.992,-0.12,1.11,-0.15,-4.19,1.73,-0.45,-1.26,-0.26,2.66,1008.85
1.999,-0.12,1.11,-0.15,-4.19,1.73,-0.45,-1.26,-0.26,2.66,1008.84
2.049,0.03,1.02,-0.11,-4.19,1.73,-0.45,-1.26,-0.26,2.66,1008.84
2.049,0.11,0.98,-0.09,-4.19,1.73,-0.45,-1.26,-0.26,2.66,1008.84
2.05,-0.01,1.03,-0.11,-4.19,1.73,-0.45,-1.26,-0.26,2.66,1008.84
2.05,-0.01,1.03,-0.11,-4.19,1.73,-0.45,-1.30,-1.16,1.96,1008.84
2.051,-0.01,1.03,-0.11,-4.01,1.05,-0.18,-1.30,-1.16,1.96,1008.84
2.079,-0.01,1.03,-0.11,-4.01,1.05,-0.18,-1.30,-1.16,1.96,1008.83
2.107,-0.06,0.98,-0.13,-4.01,1.05,-0.18,-1.30,-1.16,1.96,1008.83
2.108,-0.09,0.89,-0.10,-4.01,1.05,-0.18,-1.30,-1.16,1.96,1008.83
2.108,-0.12,0.90,-0.04,-4.01,1.05,-0.18,-1.30,-1.16,1.96,1008.83
2.108,-0.12,0.90,-0.04,-4.01,1.05,-0.18,-0.80,-1.46,0.48,1008.83
2.109,-0.12,0.90,-0.04,-5.42,0.25,-0.04,-0.80,-1.46,0.48,1008.83
2.119,-0.12,0.90,-0.04,-5.42,0.25,-0.04,-0.80,-1.46,0.48,1008.84
2.165,-0.19,0.83,-0.13,-5.42,0.25,-0.04,-0.80,-1.46,0.48,1008.84
2.166,-0.40,0.69,-0.34,-5.42,0.25,-0.04,-0.80,-1.46,0.48,1008.84
2.167,-0.50,0.90,-0.85,-5.42,0.25,-0.04,-0.80,-1.46,0.48,1008.84
2.167,-0.50,0.90,-0.85,-5.42,0.25,-0.04,-0.20,-1.87,-1.70,1008.84
2.167,-0.50,0.90,-0.85,-6.98,-1.26,-3.08,-0.20,-1.87,-1.70,1008.84
2.199,-0.50,0.90,-0.85,-6.98,-1.26,-3.08,-0.20,-1.87,-1.70,1008.83
2.223,0.44,1.56,-0.85,-6.98,-1.26,-3.08,-0.20,-1.87,-1.70,1008.83
2.224,1.94,1.85,0.33,-6.98,-1.26,-3.08,-0.20,-1.87,-1.70,1008.83
2.224,0.51,1.69,-0.58,-6.98,-1.26,-3.08,-0.20,-1.87,-1.70,1008.83
2.225,0.51,1.69,-0.58,-6.98,-1.26,-3.08,-0.60,-1.98,-1.29,1008.83
2.225,0.51,1.69,-0.58,6.76,7.07,-2.31,-0.60,-1.98,-1.29,1008.83
2.279,0.51,1.69,-0.58,6.76,7.07,-2.31,-0.60,-1.98,-1.29,1008.80
2.282,-0.63,0.70,-0.43,6.76,7.07,-2.31,-0.60,-1.98,-1.29,1008.80
2.283,-0.57,0.36,0.61,6.76,7.07,-2.31,-0.60,-1.98,-1.29,1008.80
2.283,0.01,0.90,-0.03,6.76,7.07,-2.31,-0.60,-1.98,-1.29,1008.80
2.284,0.01,0.90,-0.03,-4.74,-3.37,1.79,-0.60,-1.98,-1.29,1008.80
2.284,0.01,0.90,-0.03,-4.74,-3.37,1.79,-0.02,-0.64,-2.93,1008.80
2.319,0.01,0.90,-0.03,-4.74,-3.37,1.79,-0.02,-0.64,-2.93,1008.78
2.34,0.05,1.34,-0.02,-4.74,-3.37,1.79,-0.02,-0.64,-2.93,1008.78
2.341,-0.10,1.05,-0.09,-4.74,-3.37,1.79,-0.02,-0.64,-2.93,1008.78
2.342,-0.27,0.83,-0.24,-4.74,-3.37,1.79,-0.02,-0.64,-2.93,1008.78
2.342,-0.27,0.83,-0.24,-4.74,-3.37,1.79,0.23,-0.36,-1.91,1008.78
2.342,-0.27,0.83,-0.24,-0.79,0.66,0.28,0.23,-0.36,-1.91,1008.78
2.399,-0.43,0.96,-0.28,-0.79,0.66,0.28,0.23,-0.36,-1.91,1008.78
2.399,-0.37,1.04,-0.22,-0.79,0.66,0.28,0.23,-0.36,-1.91,1008.78
2.4,-0.18,1.01,-0.22,-0.79,0.66,0.28,0.23,-0.36,-1.91,1008.78
2.401,-0.18,1.01,-0.22,-2.09,0.05,-0.82,0.23,-0.36,-1.91,1008.78
2.401,-0.18,1.01,-0.22,-2.09,0.05,-0.82,0.18,-0.45,-1.31,1008.78
2.401,-0.18,1.01,-0.22,-2.09,0.05,-0.82,0.18,-0.45,-1.31,1008.84
2.457,-0.13,1.03,-0.21,-2.09,0.05,-0.82,0.18,-0.45,-1.31,1008.84
2.458,-0.19,1.05,-0.19,-2.09,0.05,-0.82,0.18,-0.45,-1.31,1008.84
2.459,-0.25,1.05,-0.23,-2.09,0.05,-0.82,0.18,-0.45,-1.31,1008.84
2.459,-0.25,1.05,-0.23,-0.22,0.53,-0.39,0.18,-0.45,-1.31,1008.84
2.459,-0.25,1.05,-0.23,-0.22,0.53,-0.39,0.21,-0.12,-0.94,1008.84
2.479,-0.25,1.05,-0.23,-0.22,0.53,-0.39,0.21,-0.12,-0.94,1008.86
2.515,-0.28,1.03,-0.25,-0.22,0.53,-0.39,0.21,-0.12,-0.94,1008.86
2.516,-0.27,1.00,-0.23,-0.22,0.53,-0.39,0.21,-0.12,-0.94,1008.86
2.516,-0.29,0.99,-0.21,-0.22,0.53,-0.39,0.21,-0.12,-0.94,1008.86
2.516,-0.29,0.99,-0.21,-0.22,0.53,-0.39,0.21,-0.08,-0.76,1008.86
2.517,-0.29,0.99,-0.21,-0.67,0.30,-0.47,0.21,-0.08,-0.76,1008.86
2.519,-0.29,0.99,-0.21,-0.67,0.30,-0.47,0.21,-0.08,-0.76,1008.87
2.573,-0.27,0.99,-0.18,-0.67,0.30,-0.47,0.21,-0.08,-0.76,1008.87
