time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.032,-0.03,0.98,0.28,0.01,0.04,0.04,0.00,0.02,0.00,1008.70
0.032,0.01,0.99,0.23,0.01,0.04,0.04,0.00,0.02,0.00,1008.70
0.033,0.04,0.97,0.24,0.01,0.04,0.04,0.00,0.02,0.00,1008.70
0.033,0.00,0.99,0.27,0.01,0.04,0.04,0.00,0.02,0.00,1008.70
0.033,0.00,0.99,0.27,0.01,0.04,0.04,0.01,-0.04,0.02,1008.70
0.034,0.00,0.99,0.27,-0.09,-0.01,0.07,0.01,-0.04,0.02,1008.70
0.072,0.00,0.99,0.27,-0.09,-0.01,0.07,0.01,-0.04,0.02,1008.70
0.091,0.00,0.99,0.27,-0.04,0.02,0.19,0.01,-0.04,0.02,1008.70
0.092,0.01,0.99,0.27,-0.04,0.02,0.19,0.01,-0.04,0.02,1008.70
0.092,0.03,0.97,0.25,-0.04,0.02,0.19,0.01,-0.04,0.02,1008.70
0.093,0.01,0.98,0.25,-0.04,0.02,0.19,0.01,-0.04,0.02,1008.70
0.093,0.01,0.98,0.25,-0.04,0.02,0.19,0.03,-0.05,0.01,1008.70
0.149,0.02,0.98,0.26,-0.04,0.02,0.19,0.03,-0.05,0.01,1008.70
0.15,0.02,0.99,0.26,-0.04,0.02,0.19,0.03,-0.05,0.01,1008.70
0.15,0.02,0.97,0.26,-0.04,0.02,0.19,0.03,-0.05,0.01,1008.70
0.15,0.02,0.97,0.26,-0.01,0.00,0.12,0.03,-0.05,0.01,1008.70
0.15,0.02,0.97,0.26,-0.01,0.00,0.12,0.05,-0.03,0.01,1008.70
0.151,0.02,0.97,0.26,-0.01,0.00,0.12,0.05,-0.03,0.01,1008.69
0.208,0.02,0.97,0.26,0.03,-0.07,0.06,0.05,-0.03,0.01,1008.69
0.208,0.02,0.97,0.24,0.03,-0.07,0.06,0.05,-0.03,0.01,1008.69
0.208,0.03,0.98,0.24,0.03,-0.07,0.06,0.05,-0.03,0.01,1008.69
0.209,0.02,0.98,0.24,0.03,-0.07,0.06,0.05,-0.03,0.01,1008.69
0.209,0.02,0.98,0.24,0.03,-0.07,0.06,0.06,-0.03,-0.00,1008.69
0.231,0.02,0.98,0.24,0.03,-0.07,0.06,0.06,-0.03,-0.00,1008.70
0.269,0.01,0.99,0.23,0.03,-0.07,0.06,0.06,-0.03,-0.00,1008.70
0.27,0.01,0.99,0.23,0.03,-0.07,0.06,0.06,-0.03,-0.00,1008.70
0.27,0.02,0.98,0.24,0.03,-0.07,0.06,0.06,-0.03,-0.00,1008.70
0.271,0.02,0.98,0.24,0.03,-0.07,0.06,0.06,-0.00,-0.02,1008.70
0.271,0.02,0.98,0.24,-0.04,0.06,-0.01,0.06,-0.00,-0.02,1008.70
0.271,0.02,0.98,0.24,-0.04,0.06,-0.01,0.06,-0.00,-0.02,1008.70
0.325,0.01,0.98,0.25,-0.04,0.06,-0.01,0.06,-0.00,-0.02,1008.70
0.326,0.01,0.98,0.25,-0.04,0.06,-0.01,0.06,-0.00,-0.02,1008.70
0.326,0.02,0.99,0.25,-0.04,0.06,-0.01,0.06,-0.00,-0.02,1008.70
0.326,0.02,0.99,0.25,-0.04,0.06,-0.01,0.07,-0.00,-0.02,1008.70
0.326,0.02,0.99,0.25,-0.03,-0.03,0.13,0.07,-0.00,-0.02,1008.70
0.352,0.02,0.99,0.25,-0.03,-0.03,0.13,0.07,-0.00,-0.02,1008.70
0.382,0.03,0.99,0.24,-0.03,-0.03,0.13,0.07,-0.00,-0.02,1008.70
0.383,0.03,0.98,0.25,-0.03,-0.03,0.13,0.07,-0.00,-0.02,1008.70
0.383,0.02,0.98,0.24,-0.03,-0.03,0.13,0.07,-0.00,-0.02,1008.70
0.383,0.02,0.98,0.24,-0.03,-0.03,0.13,0.12,-0.00,-0.04,1008.70
0.384,0.02,0.98,0.24,0.11,0.02,0.18,0.12,-0.00,-0.04,1008.70
0.433,0.02,0.98,0.24,0.11,0.02,0.18,0.12,-0.00,-0.04,1008.72
0.441,0.02,0.98,0.24,-0.11,-0.04,0.04,0.12,-0.00,-0.04,1008.72
0.442,0.01,0.97,0.23,-0.11,-0.04,0.04,0.12,-0.00,-0.04,1008.72
0.442,-0.02,1.01,0.21,-0.11,-0.04,0.04,0.12,-0.00,-0.04,1008.72
0.442,0.01,0.94,0.16,-0.11,-0.04,0.04,0.12,-0.00,-0.04,1008.72
0.442,0.01,0.94,0.16,-0.11,-0.04,0.04,0.13,-0.06,-0.03,1008.72
0.472,0.01,0.94,0.16,-0.11,-0.04,0.04,0.13,-0.06,-0.03,1008.70
0.499,0.04,0.98,0.19,-0.11,-0.04,0.04,0.13,-0.06,-0.03,1008.70
0.501,0.07,1.03,0.24,-0.11,-0.04,0.04,0.13,-0.06,-0.03,1008.70
0.501,0.03,0.99,0.23,-0.11,-0.04,0.04,0.13,-0.06,-0.03,1008.70
0.501,0.03,0.99,0.23,-0.11,-0.04,0.04,0.07,-0.05,-0.06,1008.70
0.502,0.03,0.99,0.23,0.26,-0.06,-0.21,0.07,-0.05,-0.06,1008.70
0.552,0.03,0.99,0.23,0.26,-0.06,-0.21,0.07,-0.05,-0.06,1008.70
0.557,0.00,0.97,0.23,0.26,-0.06,-0.21,0.07,-0.05,-0.06,1008.70
0.558,0.01,0.96,0.23,0.26,-0.06,-0.21,0.07,-0.05,-0.06,1008.70
0.559,-0.00,0.97,0.21,0.26,-0.06,-0.21,0.07,-0.05,-0.06,1008.70
0.559,-0.00,0.97,0.21,0.26,-0.06,-0.21,0.12,-0.04,-0.13,1008.70
0.559,-0.00,0.97,0.21,0.10,-0.14,0.18,0.12,-0.04,-0.13,1008.70
0.621,-0.00,0.97,0.21,-0.12,0.13,-0.15,0.12,-0.04,-0.13,1008.70
0.624,-0.02,1.01,0.19,-0.12,0.13,-0.15,0.12,-0.04,-0.13,1008.70
0.625,-0.01,1.02,0.17,-0.12,0.13,-0.15,0.12,-0.04,-0.13,1008.70
0.625,0.01,1.00,0.17,-0.12,0.13,-0.15,0.12,-0.04,-0.13,1008.70
0.626,0.01,1.00,0.17,-0.12,0.13,-0.15,0.09,-0.11,-0.13,1008.70
0.632,0.01,1.00,0.17,-0.12,0.13,-0.15,0.09,-0.11,-0.13,1008.70
0.673,0.01,1.00,0.17,-0.12,0.13,-0.15,0.09,-0.11,-0.13,1008.71
0.676,0.01,0.98,0.20,-0.12,0.13,-0.15,0.09,-0.11,-0.13,1008.71
0.678,-0.02,1.00,0.19,-0.12,0.13,-0.15,0.09,-0.11,-0.13,1008.71
0.679,-0.01,1.00,0.19,-0.12,0.13,-0.15,0.09,-0.11,-0.13,1008.71
0.68,-0.01,1.00,0.19,-0.12,0.13,-0.15,0.05,-0.04,-0.13,1008.71
0.681,-0.01,1.00,0.19,0.06,0.04,-0.14,0.05,-0.04,-0.13,1008.71
0.733,-0.00,0.99,0.21,0.06,0.04,-0.14,0.05,-0.04,-0.13,1008.71
0.735,-0.01,0.98,0.20,0.06,0.04,-0.14,0.05,-0.04,-0.13,1008.71
0.735,-0.02,0.98,0.22,0.06,0.04,-0.14,0.05,-0.04,-0.13,1008.71
0.737,-0.02,0.98,0.22,0.06,0.04,-0.14,0.05,-0.07,-0.12,1008.71
0.737,-0.02,0.98,0.22,0.05,-0.04,0.03,0.05,-0.07,-0.12,1008.71
0.754,-0.02,0.98,0.22,0.05,-0.04,0.03,0.05,-0.07,-0.12,1008.71
0.794,-0.04,1.00,0.22,0.05,-0.04,0.03,0.05,-0.07,-0.12,1008.71
0.795,-0.02,1.01,0.20,0.05,-0.04,0.03,0.05,-0.07,-0.12,1008.71
0.796,-0.00,1.00,0.19,0.05,-0.04,0.03,0.05,-0.07,-0.12,1008.71
0.796,-0.00,1.00,0.19,-0.07,0.07,0.19,0.05,-0.07,-0.12,1008.71
0.797,-0.00,1.00,0.19,-0.07,0.07,0.19,0.09,-0.06,-0.12,1008.71
0.838,-0.00,1.00,0.19,-0.07,0.07,0.19,0.09,-0.06,-0.12,1008.70
0.854,-0.01,0.97,0.20,-0.07,0.07,0.19,0.09,-0.06,-0.12,1008.70
0.855,-0.05,0.94,0.24,-0.07,0.07,0.19,0.09,-0.06,-0.12,1008.70
0.855,-0.07,0.94,0.21,-0.07,0.07,0.19,0.09,-0.06,-0.12,1008.70
0.855,-0.07,0.94,0.21,-0.07,0.07,0.19,0.13,0.01,-0.10,1008.70
0.856,-0.07,0.94,0.21,0.07,-0.22,0.23,0.13,0.01,-0.10,1008.70
0.872,-0.07,0.94,0.21,0.07,-0.22,0.23,0.13,0.01,-0.10,1008.71
0.908,-0.01,0.93,0.19,0.07,-0.22,0.23,0.13,0.01,-0.10,1008.71
0.908,-0.05,0.97,0.17,0.07,-0.22,0.23,0.13,0.01,-0.10,1008.71
0.908,-0.24,1.12,0.25,0.07,-0.22,0.23,0.13,0.01,-0.10,1008.71
0.909,-0.24,1.12,0.25,0.07,-0.22,0.23,0.09,0.04,0.06,1008.71
0.909,-0.24,1.12,0.25,-0.18,-0.42,0.09,0.09,0.04,0.06,1008.71
0.952,-0.24,1.12,0.25,-0.18,-0.42,0.09,0.09,0.04,0.06,1008.70
0.966,-0.30,1.17,0.22,-0.18,-0.42,0.09,0.09,0.04,0.06,1008.70
0.967,-0.05,1.01,0.06,-0.18,-0.42,0.09,0.09,0.04,0.06,1008.70
0.968,0.07,0.92,0.07,-0.18,-0.42,0.09,0.09,0.04,0.06,1008.70
0.968,0.07,0.92,0.07,-0.18,-0.42,0.09,0.21,-0.04,0.33,1008.70
0.969,0.07,0.92,0.07,-1.82,1.00,0.07,0.21,-0.04,0.33,1008.70
1.025,0.07,0.92,0.07,0.51,-0.47,-0.59,0.21,-0.04,0.33,1008.70
