time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.002,0.16,0.97,0.04,0.02,0.01,-0.01,-0.00,-0.00,0.00,1005.97
0.024,0.16,0.98,0.03,0.02,0.01,-0.01,-0.00,-0.00,0.00,1005.97
0.025,0.16,1.00,0.05,0.02,0.01,-0.01,-0.00,-0.00,0.00,1005.97
0.025,0.17,1.00,0.04,0.02,0.01,-0.01,-0.00,-0.00,0.00,1005.97
0.025,0.17,1.00,0.04,0.01,-0.09,0.08,-0.00,-0.00,0.00,1005.97
0.025,0.17,1.00,0.04,0.01,-0.09,0.08,0.02,-0.03,-0.02,1005.97
0.025,0.17,1.00,0.04,0.01,-0.09,0.08,0.02,-0.03,-0.02,1005.97
0.082,0.15,0.98,0.02,0.01,-0.09,0.08,0.02,-0.03,-0.02,1005.97
0.083,0.13,0.98,0.01,0.01,-0.09,0.08,0.02,-0.03,-0.02,1005.97
0.083,0.13,0.98,0.02,0.01,-0.09,0.08,0.02,-0.03,-0.02,1005.97
0.083,0.13,0.98,0.02,0.01,-0.09,0.08,0.03,-0.04,-0.02,1005.97
0.084,0.13,0.98,0.02,0.05,0.03,0.13,0.03,-0.04,-0.02,1005.97
0.104,0.13,0.98,0.02,0.05,0.03,0.13,0.03,-0.04,-0.02,1005.97
0.14,0.13,0.98,0.02,0.05,0.03,0.13,0.03,-0.04,-0.02,1005.97
0.141,0.11,0.98,0.02,0.05,0.03,0.13,0.03,-0.04,-0.02,1005.97
0.141,0.13,0.98,0.03,0.05,0.03,0.13,0.03,-0.04,-0.02,1005.97
0.141,0.13,0.98,0.03,0.05,0.03,0.13,0.01,-0.15,0.03,1005.97
0.142,0.13,0.98,0.03,-0.26,-0.09,-0.05,0.01,-0.15,0.03,1005.97
0.185,0.13,0.98,0.03,-0.26,-0.09,-0.05,0.01,-0.15,0.03,1005.96
0.199,0.13,0.98,0.03,-0.23,-0.06,0.09,0.01,-0.15,0.03,1005.96
0.2,0.16,0.99,0.03,-0.23,-0.06,0.09,0.01,-0.15,0.03,1005.96
0.2,0.20,1.00,0.02,-0.23,-0.06,0.09,0.01,-0.15,0.03,1005.96
0.2,0.19,1.00,0.02,-0.23,-0.06,0.09,0.01,-0.15,0.03,1005.96
0.2,0.19,1.00,0.02,-0.23,-0.06,0.09,0.02,-0.22,0.07,1005.96
0.225,0.19,1.00,0.02,-0.23,-0.06,0.09,0.02,-0.22,0.07,1005.95
0.258,0.19,1.00,0.02,0.26,0.07,0.01,0.02,-0.22,0.07,1005.95
0.258,0.18,0.98,0.01,0.26,0.07,0.01,0.02,-0.22,0.07,1005.95
0.259,0.17,0.98,0.00,0.26,0.07,0.01,0.02,-0.22,0.07,1005.95
0.259,0.16,1.00,0.01,0.26,0.07,0.01,0.02,-0.22,0.07,1005.95
0.259,0.16,1.00,0.01,0.26,0.07,0.01,0.03,-0.14,0.01,1005.95
0.305,0.16,1.00,0.01,0.26,0.07,0.01,0.03,-0.14,0.01,1005.94
0.317,0.16,1.00,0.01,-0.07,0.12,0.05,0.03,-0.14,0.01,1005.94
0.317,0.15,1.03,0.04,-0.07,0.12,0.05,0.03,-0.14,0.01,1005.94
0.318,0.16,1.01,0.02,-0.07,0.12,0.05,0.03,-0.14,0.01,1005.94
0.318,0.21,0.98,-0.01,-0.07,0.12,0.05,0.03,-0.14,0.01,1005.94
0.318,0.21,0.98,-0.01,-0.07,0.12,0.05,0.04,-0.14,0.05,1005.94
