time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.008,-0.04,1.01,0.07,0.04,0.02,0.04,0.00,0.01,-0.00,1005.90
0.009,-0.04,0.99,0.08,0.04,0.02,0.04,0.00,0.01,-0.00,1005.90
0.009,-0.04,0.99,0.09,0.04,0.02,0.04,0.00,0.01,-0.00,1005.90
0.009,-0.04,0.99,0.09,0.04,0.02,0.04,-0.00,-0.00,-0.01,1005.90
0.009,-0.04,0.99,0.09,0.01,-0.03,-0.01,-0.00,-0.00,-0.01,1005.90
0.035,-0.04,0.99,0.09,0.01,-0.03,-0.01,-0.00,-0.00,-0.01,1005.91
0.067,-0.04,0.99,0.09,0.04,0.02,0.02,-0.00,-0.00,-0.01,1005.91
0.068,-0.04,1.00,0.09,0.04,0.02,0.02,-0.00,-0.00,-0.01,1005.91
0.068,-0.04,1.01,0.08,0.04,0.02,0.02,-0.00,-0.00,-0.01,1005.91
0.069,-0.05,1.01,0.08,0.04,0.02,0.02,-0.00,-0.00,-0.01,1005.91
0.069,-0.05,1.01,0.08,0.04,0.02,0.02,0.00,-0.00,-0.01,1005.91
0.072,-0.05,1.01,0.08,0.04,0.02,0.02,0.00,-0.00,-0.01,1005.91
0.126,-0.06,1.01,0.08,0.04,0.02,0.02,0.00,-0.00,-0.01,1005.91
0.126,-0.06,1.01,0.08,0.04,0.02,0.02,0.00,-0.00,-0.01,1005.91
0.126,-0.04,1.00,0.09,0.04,0.02,0.02,0.00,-0.00,-0.01,1005.91
0.126,-0.04,1.00,0.09,0.04,0.02,0.02,0.01,-0.01,-0.00,1005.91
0.127,-0.04,1.00,0.09,-0.07,0.03,0.07,0.01,-0.01,-0.00,1005.91
0.155,-0.04,1.00,0.09,-0.07,0.03,0.07,0.01,-0.01,-0.00,1005.90
0.186,-0.04,1.00,0.09,0.04,-0.06,-0.08,0.01,-0.01,-0.00,1005.90
0.186,-0.04,1.00,0.06,0.04,-0.06,-0.08,0.01,-0.01,-0.00,1005.90
0.187,-0.04,1.00,0.07,0.04,-0.06,-0.08,0.01,-0.01,-0.00,1005.90
0.187,-0.05,1.00,0.08,0.04,-0.06,-0.08,0.01,-0.01,-0.00,1005.90
0.187,-0.05,1.00,0.08,0.04,-0.06,-0.08,0.01,-0.02,0.01,1005.90
0.233,-0.05,1.00,0.08,0.04,-0.06,-0.08,0.01,-0.02,0.01,1005.89
0.242,-0.05,1.01,0.08,0.04,-0.06,-0.08,0.01,-0.02,0.01,1005.89
0.243,-0.05,1.01,0.07,0.04,-0.06,-0.08,0.01,-0.02,0.01,1005.89
