time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.003,0.08,0.98,0.11,0.02,-0.04,0.10,-0.04,-0.03,-0.00,1009.32
0.029,0.07,0.97,0.11,0.02,-0.04,0.10,-0.04,-0.03,-0.00,1009.32
0.03,0.07,0.97,0.10,0.02,-0.04,0.10,-0.04,-0.03,-0.00,1009.32
0.045,0.07,0.97,0.10,0.02,-0.04,0.10,-0.05,-0.02,-0.01,1009.32
0.066,0.07,0.97,0.12,0.02,-0.04,0.10,-0.05,-0.02,-0.01,1009.32
0.067,0.07,0.98,0.11,0.02,-0.04,0.10,-0.05,-0.02,-0.01,1009.32
0.067,0.07,0.98,0.11,0.00,0.02,-0.05,-0.05,-0.02,-0.01,1009.32
0.07,0.07,0.98,0.11,0.00,0.02,-0.05,-0.05,-0.02,-0.01,1009.25
0.101,0.07,0.98,0.11,0.00,0.02,-0.05,-0.05,-0.02,-0.01,1009.25
0.11,0.07,0.98,0.10,0.00,0.02,-0.05,-0.05,-0.02,-0.01,1009.25
0.111,0.07,0.98,0.10,0.00,0.02,-0.05,-0.05,-0.02,-0.01,1009.27
0.115,0.07,0.98,0.10,0.00,0.02,-0.05,-0.05,-0.02,-0.01,1009.27
0.137,0.07,0.97,0.11,0.00,0.02,-0.05,-0.05,-0.02,-0.01,1009.27
0.138,0.07,0.97,0.11,0.03,0.00,-0.01,-0.05,-0.02,-0.01,1009.27
0.167,0.07,0.97,0.12,0.03,0.00,-0.01,-0.05,-0.02,-0.01,1009.27
0.186,0.07,0.97,0.12,0.03,0.00,-0.01,-0.05,-0.02,-0.01,1009.27
0.187,0.07,0.97,0.12,0.03,0.00,-0.01,-0.04,-0.02,-0.00,1009.27
0.189,0.06,0.97,0.12,0.03,0.00,-0.01,-0.04,-0.02,-0.00,1009.27
0.19,0.06,0.97,0.12,0.03,0.00,-0.01,-0.04,-0.02,-0.00,1009.27
0.206,0.07,0.98,0.11,0.03,0.00,-0.01,-0.04,-0.02,-0.00,1009.27
0.207,0.07,0.98,0.11,0.01,0.03,-0.04,-0.04,-0.02,-0.00,1009.27
0.229,0.07,0.98,0.12,0.01,0.03,-0.04,-0.04,-0.02,-0.00,1009.27
0.256,0.07,0.97,0.11,0.01,0.03,-0.04,-0.04,-0.02,-0.00,1009.27
0.257,0.07,0.97,0.11,0.01,0.03,-0.04,-0.02,-0.01,0.01,1009.27
0.271,0.07,0.97,0.12,0.01,0.03,-0.04,-0.02,-0.01,0.01,1009.27
