time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.026,-0.09,1.01,-0.03,0.05,-0.01,-0.02,-0.01,0.04,-0.01,1005.94
0.026,-0.08,1.00,-0.02,0.05,-0.01,-0.02,-0.01,0.04,-0.01,1005.94
0.027,-0.11,1.00,-0.00,0.05,-0.01,-0.02,-0.01,0.04,-0.01,1005.94
0.027,-0.11,1.00,-0.00,-0.13,0.02,0.12,-0.01,0.04,-0.01,1005.94
0.027,-0.11,1.00,-0.00,-0.13,0.02,0.12,0.01,-0.04,0.01,1005.94
0.062,-0.11,1.00,-0.00,-0.13,0.02,0.12,0.01,-0.04,0.01,1005.94
0.084,-0.11,1.00,-0.00,-0.13,0.02,0.12,0.01,-0.04,0.01,1005.94
0.085,-0.10,1.00,-0.01,-0.13,0.02,0.12,0.01,-0.04,0.01,1005.94
0.085,-0.10,0.99,-0.00,-0.13,0.02,0.12,0.01,-0.04,0.01,1005.94
0.085,-0.10,0.99,-0.00,-0.13,0.02,0.12,0.01,0.00,-0.00,1005.94
0.085,-0.10,0.99,-0.00,0.04,-0.02,0.06,0.01,0.00,-0.00,1005.94
0.1,-0.10,0.99,-0.00,0.04,-0.02,0.06,0.01,0.00,-0.00,1005.93
0.142,-0.10,0.99,0.01,0.04,-0.02,0.06,0.01,0.00,-0.00,1005.93
0.143,-0.11,1.00,0.00,0.04,-0.02,0.06,0.01,0.00,-0.00,1005.93
0.143,-0.09,1.00,-0.03,0.04,-0.02,0.06,0.01,0.00,-0.00,1005.93
0.143,-0.09,1.00,-0.03,0.04,-0.02,0.06,0.04,-0.02,0.01,1005.93
0.144,-0.09,1.00,-0.03,0.02,-0.05,0.14,0.04,-0.02,0.01,1005.93
0.18,-0.09,1.00,-0.03,0.02,-0.05,0.14,0.04,-0.02,0.01,1005.93
0.201,-0.08,0.98,-0.04,0.02,-0.05,0.14,0.04,-0.02,0.01,1005.93
0.202,-0.08,0.97,-0.03,0.02,-0.05,0.14,0.04,-0.02,0.01,1005.93
0.202,-0.10,0.96,-0.01,0.02,-0.05,0.14,0.04,-0.02,0.01,1005.93
0.202,-0.10,0.96,-0.01,0.02,-0.05,0.14,0.02,-0.03,0.01,1005.93
0.202,-0.10,0.96,-0.01,0.09,-0.06,-0.07,0.02,-0.03,0.01,1005.93
0.259,-0.12,0.98,0.01,0.09,-0.06,-0.07,0.02,-0.03,0.01,1005.93
0.26,-0.15,1.02,0.01,0.09,-0.06,-0.07,0.02,-0.03,0.01,1005.93
0.261,-0.15,1.03,0.01,0.09,-0.06,-0.07,0.02,-0.03,0.01,1005.93
0.261,-0.15,1.03,0.01,0.09,-0.06,-0.07,-0.00,-0.09,0.10,1005.93
0.261,-0.15,1.03,0.01,-0.03,-0.30,0.06,-0.00,-0.09,0.10,1005.93
