time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.004,-0.28,0.74,0.64,0.04,-0.02,-0.03,0.05,-0.11,-0.00,1005.86
0.005,-0.25,0.76,0.60,0.04,-0.02,-0.03,0.05,-0.11,-0.00,1005.86
0.005,-0.25,0.74,0.68,0.04,-0.02,-0.03,0.05,-0.11,-0.00,1005.86
0.039,-0.25,0.74,0.68,0.04,-0.02,-0.03,0.05,-0.11,-0.00,1005.86
0.041,-0.25,0.74,0.68,0.04,-0.02,-0.03,-0.01,0.00,0.00,1005.86
0.042,-0.25,0.74,0.68,0.08,-0.04,0.17,-0.01,0.00,0.00,1005.86
0.061,-0.26,0.75,0.65,0.08,-0.04,0.17,-0.01,0.00,0.00,1005.86
0.061,-0.26,0.74,0.65,0.08,-0.04,0.17,-0.01,0.00,0.00,1005.86
0.061,-0.27,0.75,0.65,0.08,-0.04,0.17,-0.01,0.00,0.00,1005.86
0.1,-0.27,0.75,0.65,0.08,-0.04,0.17,0.00,-0.00,-0.00,1005.86
0.1,-0.27,0.75,0.65,-0.00,0.00,0.05,0.00,-0.00,-0.00,1005.86
0.122,-0.26,0.75,0.65,-0.00,0.00,0.05,0.00,-0.00,-0.00,1005.86
0.122,-0.26,0.75,0.65,-0.00,0.00,0.05,0.00,-0.00,-0.00,1005.86
0.123,-0.26,0.75,0.65,-0.00,0.00,0.05,0.00,-0.00,-0.00,1005.86
0.123,-0.26,0.75,0.65,-0.00,0.00,0.05,0.00,-0.00,-0.00,1005.85
0.16,-0.26,0.75,0.65,-0.00,0.00,0.05,-0.01,0.03,-0.01,1005.85
0.161,-0.26,0.75,0.65,-0.00,0.00,0.05,-0.01,0.03,-0.01,1005.85
0.161,-0.26,0.75,0.65,0.06,0.06,0.02,-0.01,0.03,-0.01,1005.85
0.178,-0.25,0.75,0.65,0.06,0.06,0.02,-0.01,0.03,-0.01,1005.85
0.179,-0.26,0.76,0.64,0.06,0.06,0.02,-0.01,0.03,-0.01,1005.85
0.179,-0.27,0.75,0.64,0.06,0.06,0.02,-0.01,0.03,-0.01,1005.85
0.217,-0.27,0.75,0.64,-0.06,-0.04,0.06,-0.01,0.03,-0.01,1005.85
0.217,-0.27,0.75,0.64,-0.06,-0.04,0.06,-0.02,0.06,0.00,1005.85
0.238,-0.27,0.74,0.66,-0.06,-0.04,0.06,-0.02,0.06,0.00,1005.85
0.238,-0.27,0.75,0.65,-0.06,-0.04,0.06,-0.02,0.06,0.00,1005.85
0.239,-0.28,0.75,0.65,-0.06,-0.04,0.06,-0.02,0.06,0.00,1005.85
0.239,-0.28,0.75,0.65,-0.06,-0.04,0.06,-0.02,0.06,0.00,1005.85
0.275,-0.28,0.75,0.65,0.02,0.03,0.06,-0.02,0.06,0.00,1005.85
0.275,-0.28,0.75,0.65,0.02,0.03,0.06,-0.02,0.00,-0.01,1005.85
0.295,-0.26,0.75,0.65,0.02,0.03,0.06,-0.02,0.00,-0.01,1005.85
0.296,-0.25,0.74,0.65,0.02,0.03,0.06,-0.02,0.00,-0.01,1005.85
0.296,-0.25,0.74,0.65,0.02,0.03,0.06,-0.02,0.00,-0.01,1005.85
0.321,-0.25,0.74,0.65,0.02,0.03,0.06,-0.02,0.00,-0.01,1005.86
0.333,-0.25,0.74,0.65,0.06,-0.03,0.10,-0.02,0.00,-0.01,1005.86
0.334,-0.25,0.74,0.65,0.06,-0.03,0.10,-0.02,0.03,-0.01,1005.86
0.353,-0.27,0.74,0.66,0.06,-0.03,0.10,-0.02,0.03,-0.01,1005.86
0.354,-0.26,0.75,0.66,0.06,-0.03,0.10,-0.02,0.03,-0.01,1005.86
0.354,-0.25,0.74,0.66,0.06,-0.03,0.10,-0.02,0.03,-0.01,1005.86
0.36,-0.25,0.74,0.66,0.06,-0.03,0.10,-0.02,0.03,-0.01,1005.85
0.392,-0.25,0.74,0.66,0.02,-0.04,0.03,-0.02,0.03,-0.01,1005.85
0.392,-0.25,0.74,0.66,0.02,-0.04,0.03,-0.01,0.04,-0.01,1005.85
0.41,-0.26,0.74,0.65,0.02,-0.04,0.03,-0.01,0.04,-0.01,1005.85
0.411,-0.29,0.74,0.65,0.02,-0.04,0.03,-0.01,0.04,-0.01,1005.85
0.411,-0.29,0.72,0.66,0.02,-0.04,0.03,-0.01,0.04,-0.01,1005.85
0.442,-0.29,0.72,0.66,0.02,-0.04,0.03,-0.01,0.04,-0.01,1005.85
0.45,-0.29,0.72,0.66,0.05,-0.06,0.10,-0.01,0.04,-0.01,1005.85
0.45,-0.29,0.72,0.66,0.05,-0.06,0.10,-0.01,0.03,-0.02,1005.85
0.47,-0.26,0.74,0.66,0.05,-0.06,0.10,-0.01,0.03,-0.02,1005.85
0.472,-0.25,0.75,0.65,0.05,-0.06,0.10,-0.01,0.03,-0.02,1005.85
