time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.033,0.01,1.00,0.17,0.03,0.03,0.01,0.09,-0.06,-0.03,1005.91
0.034,0.01,1.00,0.17,0.03,0.03,0.01,0.12,-0.05,-0.02,1005.91
0.052,0.01,1.00,0.22,0.03,0.03,0.01,0.12,-0.05,-0.02,1005.91
0.052,-0.00,0.98,0.20,0.03,0.03,0.01,0.12,-0.05,-0.02,1005.91
0.053,-0.01,0.98,0.21,0.03,0.03,0.01,0.12,-0.05,-0.02,1005.91
0.057,-0.01,0.98,0.21,0.03,0.03,0.01,0.12,-0.05,-0.02,1005.91
0.091,-0.01,0.98,0.21,0.03,0.03,0.01,0.15,-0.05,-0.00,1005.91
0.092,-0.01,0.98,0.21,-0.13,-0.03,0.12,0.15,-0.05,-0.00,1005.91
0.095,-0.01,0.98,0.21,-0.13,-0.03,0.12,0.15,-0.05,-0.00,1005.91
0.11,-0.02,0.99,0.20,-0.13,-0.03,0.12,0.15,-0.05,-0.00,1005.91
0.111,-0.01,1.00,0.19,-0.13,-0.03,0.12,0.15,-0.05,-0.00,1005.91
0.111,-0.01,0.99,0.21,-0.13,-0.03,0.12,0.15,-0.05,-0.00,1005.91
0.149,-0.01,0.99,0.21,0.07,-0.09,0.06,0.15,-0.05,-0.00,1005.91
0.15,-0.01,0.99,0.21,0.07,-0.09,0.06,0.17,-0.05,0.02,1005.91
0.169,0.03,0.98,0.17,0.07,-0.09,0.06,0.17,-0.05,0.02,1005.91
0.17,0.02,0.99,0.18,0.07,-0.09,0.06,0.17,-0.05,0.02,1005.91
0.17,-0.01,1.01,0.16,0.07,-0.09,0.06,0.17,-0.05,0.02,1005.91
0.177,-0.01,1.01,0.16,0.07,-0.09,0.06,0.17,-0.05,0.02,1005.90
0.207,-0.01,1.01,0.16,-0.20,0.07,-0.29,0.17,-0.05,0.02,1005.90
0.209,-0.01,1.01,0.16,-0.20,0.07,-0.29,0.15,0.01,0.03,1005.90
0.227,-0.02,1.01,0.13,-0.20,0.07,-0.29,0.15,0.01,0.03,1005.90
0.227,-0.01,1.00,0.13,-0.20,0.07,-0.29,0.15,0.01,0.03,1005.90
0.228,0.01,1.00,0.13,-0.20,0.07,-0.29,0.15,0.01,0.03,1005.90
0.257,0.01,1.00,0.13,-0.20,0.07,-0.29,0.15,0.01,0.03,1005.90
0.266,0.01,1.00,0.13,0.18,0.06,-0.28,0.15,0.01,0.03,1005.90
0.266,0.01,1.00,0.13,0.18,0.06,-0.28,0.07,0.05,0.07,1005.90
0.287,0.03,1.00,0.13,0.18,0.06,-0.28,0.07,0.05,0.07,1005.90
0.287,0.03,1.01,0.13,0.18,0.06,-0.28,0.07,0.05,0.07,1005.90
0.288,0.02,1.01,0.14,0.18,0.06,-0.28,0.07,0.05,0.07,1005.90
0.296,0.02,1.01,0.14,0.18,0.06,-0.28,0.07,0.05,0.07,1005.90
0.324,0.02,1.01,0.14,0.04,0.11,-0.27,0.07,0.05,0.07,1005.90
0.325,0.02,1.01,0.14,0.04,0.11,-0.27,0.03,0.17,0.01,1005.90
0.344,-0.00,1.01,0.13,0.04,0.11,-0.27,0.03,0.17,0.01,1005.90
0.344,0.02,1.01,0.13,0.04,0.11,-0.27,0.03,0.17,0.01,1005.90
0.344,0.06,1.00,0.19,0.04,0.11,-0.27,0.03,0.17,0.01,1005.90
0.377,0.06,1.00,0.19,0.04,0.11,-0.27,0.03,0.17,0.01,1005.90
0.382,0.06,1.00,0.19,0.72,-0.07,0.54,0.03,0.17,0.01,1005.90
0.383,0.06,1.00,0.19,0.72,-0.07,0.54,0.02,0.16,-0.09,1005.90
0.403,0.09,0.98,0.24,0.72,-0.07,0.54,0.02,0.16,-0.09,1005.90
0.403,0.08,0.99,0.22,0.72,-0.07,0.54,0.02,0.16,-0.09,1005.90
0.404,0.11,0.98,0.23,0.72,-0.07,0.54,0.02,0.16,-0.09,1005.90
0.441,0.11,0.98,0.23,0.58,-0.47,1.08,0.02,0.16,-0.09,1005.90
0.442,0.11,0.98,0.23,0.58,-0.47,1.08,0.26,0.10,-0.39,1005.90
0.456,0.11,0.98,0.23,0.58,-0.47,1.08,0.26,0.10,-0.39,1005.89
0.459,0.05,0.95,0.27,0.58,-0.47,1.08,0.26,0.10,-0.39,1005.89
0.46,-0.03,0.91,0.29,0.58,-0.47,1.08,0.26,0.10,-0.39,1005.89
0.46,-0.11,0.90,0.32,0.58,-0.47,1.08,0.26,0.10,-0.39,1005.89
0.499,-0.11,0.90,0.32,0.58,-0.47,1.08,0.26,0.10,-0.39,1005.90
0.511,-0.11,0.90,0.32,-0.35,-0.61,1.53,0.26,0.10,-0.39,1005.90
0.512,-0.11,0.90,0.32,-0.35,-0.61,1.53,0.59,-0.02,-0.43,1005.90
0.519,-0.12,0.94,0.29,-0.35,-0.61,1.53,0.59,-0.02,-0.43,1005.90
0.519,-0.01,0.97,0.23,-0.35,-0.61,1.53,0.59,-0.02,-0.43,1005.90
0.52,0.05,0.98,0.19,-0.35,-0.61,1.53,0.59,-0.02,-0.43,1005.90
