time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.01,0.22,0.95,0.11,-0.05,0.05,0.11,-0.05,-0.01,-0.00,1009.29
0.011,0.25,0.94,0.11,-0.05,0.05,0.11,-0.05,-0.01,-0.00,1009.29
0.036,0.24,0.94,0.12,-0.05,0.05,0.11,-0.05,-0.01,-0.00,1009.29
0.037,0.22,0.94,0.14,-0.05,0.05,0.11,-0.05,-0.01,-0.00,1009.29
0.037,0.22,0.94,0.14,0.08,-0.07,-0.06,-0.05,-0.01,-0.00,1009.29
0.061,0.21,0.94,0.15,0.08,-0.07,-0.06,-0.05,-0.01,-0.00,1009.29
0.069,0.21,0.94,0.15,0.08,-0.07,-0.06,-0.05,-0.01,-0.00,1009.27
0.081,0.21,0.94,0.15,0.08,-0.07,-0.06,-0.04,-0.02,-0.03,1009.27
0.081,0.24,0.94,0.14,0.08,-0.07,-0.06,-0.04,-0.02,-0.03,1009.27
0.102,0.24,0.94,0.14,0.12,-0.08,-0.04,-0.04,-0.02,-0.03,1009.27
0.102,0.22,0.94,0.15,0.12,-0.08,-0.04,-0.04,-0.02,-0.03,1009.27
0.111,0.22,0.94,0.15,0.12,-0.08,-0.04,-0.04,-0.02,-0.03,1009.27
0.127,0.21,0.94,0.14,0.12,-0.08,-0.04,-0.04,-0.02,-0.03,1009.27
0.151,0.21,0.94,0.14,0.12,-0.08,-0.04,0.02,-0.02,-0.04,1009.27
0.151,0.25,0.94,0.13,0.12,-0.08,-0.04,0.02,-0.02,-0.04,1009.27
0.176,0.22,0.95,0.12,0.12,-0.08,-0.04,0.02,-0.02,-0.04,1009.27
0.177,0.22,0.96,0.12,0.12,-0.08,-0.04,0.02,-0.02,-0.04,1009.27
0.177,0.22,0.96,0.12,0.00,-0.06,0.19,0.02,-0.02,-0.04,1009.27
0.194,0.22,0.96,0.12,0.00,-0.06,0.19,0.02,-0.02,-0.04,1009.26
0.226,0.22,0.96,0.12,0.00,-0.06,0.19,0.03,-0.02,-0.05,1009.26
0.227,0.22,0.94,0.12,0.00,-0.06,0.19,0.03,-0.02,-0.05,1009.26
0.227,0.23,0.93,0.13,0.00,-0.06,0.19,0.03,-0.02,-0.05,1009.26
0.245,0.21,0.94,0.13,0.00,-0.06,0.19,0.03,-0.02,-0.05,1009.26
0.246,0.21,0.94,0.13,0.09,-0.02,0.02,0.03,-0.02,-0.05,1009.26
0.26,0.20,0.99,0.10,0.09,-0.02,0.02,0.03,-0.02,-0.05,1009.26
0.269,0.20,0.99,0.10,0.09,-0.02,0.02,0.03,-0.02,-0.05,1009.26
0.297,0.20,0.99,0.10,0.09,-0.02,0.02,0.03,-0.05,-0.03,1009.26
0.297,0.22,0.99,0.10,0.09,-0.02,0.02,0.03,-0.05,-0.03,1009.26
0.31,0.22,0.96,0.11,0.09,-0.02,0.02,0.03,-0.05,-0.03,1009.26
0.311,0.22,0.96,0.11,0.09,-0.02,0.02,0.03,-0.05,-0.03,1009.25
0.311,0.20,0.94,0.14,0.09,-0.02,0.02,0.03,-0.05,-0.03,1009.25
0.312,0.20,0.94,0.14,0.00,-0.05,-0.00,0.03,-0.05,-0.03,1009.25
0.361,0.20,0.94,0.14,0.00,-0.05,-0.00,0.10,-0.04,-0.00,1009.25
0.361,0.20,0.95,0.15,0.00,-0.05,-0.00,0.10,-0.04,-0.00,1009.25
0.362,0.24,0.92,0.13,0.00,-0.05,-0.00,0.10,-0.04,-0.00,1009.25
0.381,0.22,0.94,0.13,0.00,-0.05,-0.00,0.10,-0.04,-0.00,1009.25
0.382,0.22,0.94,0.13,-0.05,0.15,0.03,0.10,-0.04,-0.00,1009.25
0.388,0.22,0.94,0.13,-0.05,0.15,0.03,0.10,-0.04,-0.00,1009.25
0.431,0.22,0.94,0.13,-0.05,0.15,0.03,0.19,-0.07,-0.01,1009.25
0.431,0.21,0.96,0.14,-0.05,0.15,0.03,0.19,-0.07,-0.01,1009.25
0.432,0.23,0.97,0.10,-0.05,0.15,0.03,0.19,-0.07,-0.01,1009.25
0.452,0.23,0.97,0.10,0.02,-0.13,0.35,0.19,-0.07,-0.01,1009.25
0.452,0.21,0.98,0.08,0.02,-0.13,0.35,0.19,-0.07,-0.01,1009.25
0.453,0.24,0.95,0.09,0.02,-0.13,0.35,0.19,-0.07,-0.01,1009.25
0.468,0.24,0.95,0.09,0.02,-0.13,0.35,0.19,-0.07,-0.01,1009.21
0.501,0.24,0.95,0.09,0.02,-0.13,0.35,0.24,-0.10,-0.01,1009.21
0.502,0.20,0.93,0.13,0.02,-0.13,0.35,0.24,-0.10,-0.01,1009.21
0.502,0.21,0.95,0.09,0.02,-0.13,0.35,0.24,-0.10,-0.01,1009.21
0.509,0.21,0.95,0.09,0.02,-0.13,0.35,0.24,-0.10,-0.01,1009.17
0.522,0.17,0.98,0.09,0.02,-0.13,0.35,0.24,-0.10,-0.01,1009.17
0.523,0.17,0.98,0.09,0.06,0.08,0.12,0.24,-0.10,-0.01,1009.17
0.571,0.17,0.98,0.09,0.06,0.08,0.12,0.33,-0.13,0.03,1009.17
0.573,0.24,1.00,0.07,0.06,0.08,0.12,0.33,-0.13,0.03,1009.17
0.574,0.27,0.96,0.03,0.06,0.08,0.12,0.33,-0.13,0.03,1009.17
0.588,0.21,0.95,0.08,0.06,0.08,0.12,0.33,-0.13,0.03,1009.17
0.589,0.21,0.95,0.08,0.06,0.08,0.12,0.33,-0.13,0.03,1009.19
0.591,0.20,0.96,0.11,0.06,0.08,0.12,0.33,-0.13,0.03,1009.19
0.591,0.20,0.96,0.11,-0.17,0.02,0.35,0.33,-0.13,0.03,1009.19
0.641,0.20,0.96,0.11,-0.17,0.02,0.35,0.53,-0.14,0.13,1009.19
0.642,0.14,0.98,0.13,-0.17,0.02,0.35,0.53,-0.14,0.13,1009.19
0.643,0.15,0.99,0.10,-0.17,0.02,0.35,0.53,-0.14,0.13,1009.19
0.656,0.15,1.02,0.03,-0.17,0.02,0.35,0.53,-0.14,0.13,1009.19
0.661,0.15,1.02,0.03,-0.05,0.04,0.44,0.53,-0.14,0.13,1009.19
0.669,0.15,1.02,0.03,-0.05,0.04,0.44,0.53,-0.14,0.13,1009.20
0.708,0.15,1.02,0.03,-0.05,0.04,0.44,0.53,-0.14,0.13,1009.27
0.71,0.16,1.03,0.02,-0.05,0.04,0.44,0.53,-0.14,0.13,1009.27
0.711,0.18,1.02,-0.01,-0.05,0.04,0.44,0.53,-0.14,0.13,1009.27
0.711,0.18,1.02,-0.01,-0.05,0.04,0.44,0.56,-0.29,0.48,1009.27
0.721,0.17,1.05,0.03,-0.05,0.04,0.44,0.56,-0.29,0.48,1009.27
0.731,0.14,1.04,0.10,-0.05,0.04,0.44,0.56,-0.29,0.48,1009.27
0.731,0.14,1.04,0.10,-1.13,0.48,0.80,0.56,-0.29,0.48,1009.27
0.781,0.14,1.04,0.10,-1.13,0.48,0.80,0.72,-0.24,0.91,1009.27
0.782,0.19,1.03,0.16,-1.13,0.48,0.80,0.72,-0.24,0.91,1009.27
0.783,0.18,1.02,0.24,-1.13,0.48,0.80,0.72,-0.24,0.91,1009.27
0.788,0.18,1.02,0.24,-1.13,0.48,0.80,0.72,-0.24,0.91,1009.35
0.801,0.14,0.86,0.45,-1.13,0.48,0.80,0.72,-0.24,0.91,1009.35
0.802,0.14,0.86,0.45,-1.56,1.01,0.97,0.72,-0.24,0.91,1009.35
0.851,0.14,0.86,0.45,-1.56,1.01,0.97,1.86,1.23,0.74,1009.35
0.853,0.63,0.72,0.67,-1.56,1.01,0.97,1.86,1.23,0.74,1009.35
0.853,1.57,0.78,0.57,-1.56,1.01,0.97,1.86,1.23,0.74,1009.35
