time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.007,0.02,1.00,0.10,-0.03,-0.01,0.06,-0.01,0.04,-0.01,1008.70
0.02,0.02,1.00,0.10,-0.03,-0.01,0.06,-0.01,0.04,-0.01,1008.70
0.02,0.05,1.00,0.04,-0.03,-0.01,0.06,-0.01,0.04,-0.01,1008.70
0.02,0.06,1.01,0.07,-0.03,-0.01,0.06,-0.01,0.04,-0.01,1008.70
0.021,0.06,1.01,0.07,-0.03,-0.01,0.06,0.01,-0.05,0.01,1008.70
0.021,0.06,1.01,0.07,-0.01,0.02,0.01,0.01,-0.05,0.01,1008.70
0.078,0.06,1.01,0.07,0.01,-0.01,0.07,0.01,-0.05,0.01,1008.70
0.079,0.04,1.01,0.08,0.01,-0.01,0.07,0.01,-0.05,0.01,1008.70
0.079,0.05,1.00,0.08,0.01,-0.01,0.07,0.01,-0.05,0.01,1008.70
0.079,0.06,1.00,0.08,0.01,-0.01,0.07,0.01,-0.05,0.01,1008.70
0.08,0.06,1.00,0.08,0.01,-0.01,0.07,0.02,0.01,0.01,1008.70
0.087,0.06,1.00,0.08,0.01,-0.01,0.07,0.02,0.01,0.01,1008.70
0.136,0.04,1.00,0.08,0.01,-0.01,0.07,0.02,0.01,0.01,1008.70
0.137,0.04,1.00,0.08,0.01,-0.01,0.07,0.02,0.01,0.01,1008.70
0.137,0.06,0.99,0.08,0.01,-0.01,0.07,0.02,0.01,0.01,1008.70
0.138,0.06,0.99,0.08,0.01,-0.01,0.07,0.04,-0.00,0.01,1008.70
0.138,0.06,0.99,0.08,-0.01,-0.05,0.10,0.04,-0.00,0.01,1008.70
0.166,0.06,0.99,0.08,-0.01,-0.05,0.10,0.04,-0.00,0.01,1008.69
0.195,0.06,0.99,0.08,0.01,0.04,-0.08,0.04,-0.00,0.01,1008.69
0.196,0.06,1.00,0.06,0.01,0.04,-0.08,0.04,-0.00,0.01,1008.69
0.196,0.04,1.01,0.06,0.01,0.04,-0.08,0.04,-0.00,0.01,1008.69
0.196,0.04,1.01,0.05,0.01,0.04,-0.08,0.04,-0.00,0.01,1008.69
0.196,0.04,1.01,0.05,0.01,0.04,-0.08,0.04,0.01,-0.00,1008.69
0.207,0.04,1.01,0.05,0.01,0.04,-0.08,0.04,0.01,-0.00,1008.69
0.253,0.04,1.01,0.07,0.01,0.04,-0.08,0.04,0.01,-0.00,1008.69
0.254,0.05,1.01,0.08,0.01,0.04,-0.08,0.04,0.01,-0.00,1008.69
0.254,0.03,1.00,0.08,0.01,0.04,-0.08,0.04,0.01,-0.00,1008.69
0.255,0.03,1.00,0.08,-0.04,0.04,0.14,0.04,0.01,-0.00,1008.69
0.255,0.03,1.00,0.08,-0.04,0.04,0.14,0.05,0.04,0.00,1008.69
0.285,0.03,1.00,0.08,-0.04,0.04,0.14,0.05,0.04,0.00,1008.70
0.311,0.03,1.00,0.08,-0.04,0.04,0.14,0.05,0.04,0.00,1008.70
0.312,0.05,1.01,0.07,-0.04,0.04,0.14,0.05,0.04,0.00,1008.70
0.312,0.07,1.00,0.05,-0.04,0.04,0.14,0.05,0.04,0.00,1008.70
0.313,0.07,1.00,0.05,-0.04,0.04,0.14,0.08,-0.01,0.00,1008.70
0.313,0.07,1.00,0.05,0.05,0.01,0.03,0.08,-0.01,0.00,1008.70
