time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.001,0.01,0.98,0.12,0.01,-0.01,-0.01,-0.02,0.01,0.00,1009.25
0.023,0.01,0.98,0.12,0.01,-0.01,-0.01,-0.02,0.02,0.00,1009.25
0.024,0.01,0.98,0.12,0.01,-0.01,-0.01,-0.02,0.02,0.00,1009.25
0.037,0.01,0.98,0.12,0.01,-0.01,-0.01,-0.02,0.02,0.00,1009.25
0.037,0.01,0.98,0.12,0.01,-0.01,-0.01,-0.02,0.02,0.00,1009.26
0.043,0.00,0.97,0.12,0.01,-0.01,-0.01,-0.02,0.02,0.00,1009.26
0.043,0.00,0.97,0.12,0.02,0.00,0.04,-0.02,0.02,0.00,1009.26
0.063,0.01,0.97,0.13,0.02,0.00,0.04,-0.02,0.02,0.00,1009.26
0.101,0.01,0.97,0.13,0.02,0.00,0.04,-0.02,0.02,0.01,1009.26
0.101,0.01,0.97,0.13,0.02,0.00,0.04,-0.02,0.02,0.01,1009.26
0.114,0.01,0.97,0.13,0.01,0.02,-0.03,-0.02,0.02,0.01,1009.26
0.114,0.01,0.97,0.13,0.01,0.02,-0.03,-0.02,0.02,0.01,1009.26
0.115,0.01,0.97,0.13,0.01,0.02,-0.03,-0.02,0.02,0.01,1009.24
0.129,0.01,0.97,0.12,0.01,0.02,-0.03,-0.02,0.02,0.01,1009.24
0.157,0.01,0.98,0.13,0.01,0.02,-0.03,-0.02,0.02,0.01,1009.24
0.157,0.01,0.98,0.13,0.01,0.02,-0.03,-0.02,0.02,0.01,1009.25
0.163,0.01,0.98,0.13,0.01,0.02,-0.03,-0.01,0.02,0.01,1009.25
0.183,0.01,0.98,0.13,0.02,-0.02,0.03,-0.01,0.02,0.01,1009.25
0.184,0.01,0.97,0.12,0.02,-0.02,0.03,-0.01,0.02,0.01,1009.25
0.184,0.01,0.97,0.13,0.02,-0.02,0.03,-0.01,0.02,0.01,1009.25
0.234,0.01,0.97,0.13,0.02,-0.02,0.03,-0.01,0.02,0.01,1009.25
0.235,0.01,0.97,0.13,0.02,-0.02,0.03,-0.01,0.02,0.01,1009.25
0.235,0.01,0.98,0.12,0.02,-0.02,0.03,-0.01,0.02,0.01,1009.25
0.235,0.01,0.98,0.12,0.02,-0.02,0.03,-0.01,0.02,0.01,1009.28
0.253,0.01,0.98,0.12,0.01,-0.01,-0.01,-0.01,0.02,0.01,1009.28
0.254,0.02,0.97,0.13,0.01,-0.01,-0.01,-0.01,0.02,0.01,1009.28
0.303,0.02,0.97,0.13,0.01,-0.01,-0.01,-0.04,0.02,0.02,1009.28
0.303,0.01,0.97,0.12,0.01,-0.01,-0.01,-0.04,0.02,0.02,1009.28
0.304,0.00,0.97,0.12,0.01,-0.01,-0.01,-0.04,0.02,0.02,1009.28
0.316,0.01,0.97,0.12,0.01,-0.01,-0.01,-0.04,0.02,0.02,1009.28
0.316,0.01,0.97,0.12,0.01,-0.01,-0.01,-0.04,0.02,0.02,1009.27
0.324,0.02,0.98,0.13,0.01,-0.01,-0.01,-0.04,0.02,0.02,1009.27
0.324,0.02,0.98,0.13,0.00,0.01,-0.04,-0.04,0.02,0.02,1009.27
0.356,0.01,0.98,0.13,0.00,0.01,-0.04,-0.04,0.02,0.02,1009.27
0.357,0.01,0.98,0.13,0.00,0.01,-0.04,-0.04,0.02,0.02,1009.24
