time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.014,0.04,0.97,0.14,0.01,0.00,-0.07,-0.01,-0.01,-0.01,1009.32
0.014,0.04,0.97,0.17,0.01,0.00,-0.07,-0.01,-0.01,-0.01,1009.32
0.017,0.04,0.97,0.17,0.01,0.00,-0.07,-0.01,-0.01,-0.01,1009.27
0.017,0.04,0.97,0.16,0.01,0.00,-0.07,-0.01,-0.01,-0.01,1009.27
0.034,0.03,0.97,0.17,0.01,0.00,-0.07,-0.01,-0.01,-0.01,1009.27
0.035,0.03,0.97,0.17,0.05,-0.04,0.04,-0.01,-0.01,-0.01,1009.27
0.057,0.04,0.97,0.17,0.05,-0.04,0.04,-0.01,-0.01,-0.01,1009.27
0.057,0.04,0.97,0.17,0.05,-0.04,0.04,-0.01,-0.01,-0.01,1009.28
0.083,0.04,0.97,0.17,0.05,-0.04,0.04,-0.02,-0.00,-0.01,1009.28
0.084,0.03,0.97,0.16,0.05,-0.04,0.04,-0.02,-0.00,-0.01,1009.28
0.104,0.03,0.97,0.16,0.02,0.03,-0.05,-0.02,-0.00,-0.01,1009.28
0.105,0.03,0.96,0.17,0.02,0.03,-0.05,-0.02,-0.00,-0.01,1009.28
0.138,0.03,0.96,0.17,0.02,0.03,-0.05,-0.02,-0.00,-0.01,1009.24
0.139,0.04,0.97,0.17,0.02,0.03,-0.05,-0.02,-0.00,-0.01,1009.24
0.139,0.03,0.97,0.17,0.02,0.03,-0.05,-0.02,-0.00,-0.01,1009.24
0.155,0.03,0.97,0.17,0.02,0.03,-0.05,-0.02,-0.01,-0.01,1009.24
0.175,0.03,0.97,0.17,0.03,-0.02,0.00,-0.02,-0.01,-0.01,1009.24
0.176,0.04,0.96,0.17,0.03,-0.02,0.00,-0.02,-0.01,-0.01,1009.24
0.176,0.04,0.96,0.18,0.03,-0.02,0.00,-0.02,-0.01,-0.01,1009.24
0.217,0.04,0.96,0.18,0.03,-0.02,0.00,-0.02,-0.01,-0.01,1009.24
0.218,0.04,0.96,0.18,0.03,-0.02,0.00,-0.02,-0.01,-0.01,1009.24
0.218,0.03,0.96,0.18,0.03,-0.02,0.00,-0.02,-0.01,-0.01,1009.24
0.224,0.03,0.96,0.18,0.03,-0.02,0.00,-0.01,-0.03,-0.03,1009.24
0.244,0.03,0.97,0.17,0.03,-0.02,0.00,-0.01,-0.03,-0.03,1009.24
0.245,0.03,0.97,0.17,0.05,-0.02,0.02,-0.01,-0.03,-0.03,1009.24
0.258,0.03,0.97,0.16,0.05,-0.02,0.02,-0.01,-0.03,-0.03,1009.24
0.259,0.03,0.97,0.16,0.05,-0.02,0.02,-0.01,-0.03,-0.03,1009.26
0.295,0.03,0.97,0.17,0.05,-0.02,0.02,-0.01,-0.03,-0.03,1009.26
0.295,0.03,0.97,0.17,0.05,-0.02,0.02,-0.01,-0.04,-0.03,1009.26
0.31,0.03,0.96,0.18,0.05,-0.02,0.02,-0.01,-0.04,-0.03,1009.26
0.314,0.03,0.97,0.17,0.05,-0.02,0.02,-0.01,-0.04,-0.03,1009.26
0.315,0.03,0.97,0.17,0.03,-0.02,0.02,-0.01,-0.04,-0.03,1009.26
0.338,0.03,0.97,0.17,0.03,-0.02,0.02,-0.01,-0.04,-0.03,1009.26
0.338,0.03,0.97,0.17,0.03,-0.02,0.02,-0.01,-0.04,-0.03,1009.25
0.363,0.03,0.97,0.17,0.03,-0.02,0.02,-0.01,-0.05,-0.03,1009.25
0.364,0.04,0.96,0.18,0.03,-0.02,0.02,-0.01,-0.05,-0.03,1009.25
0.377,0.05,0.96,0.16,0.03,-0.02,0.02,-0.01,-0.05,-0.03,1009.25
0.385,0.05,0.96,0.16,0.02,0.00,-0.02,-0.01,-0.05,-0.03,1009.25
0.418,0.05,0.96,0.16,0.02,0.00,-0.02,-0.01,-0.05,-0.03,1009.29
0.418,0.04,0.97,0.17,0.02,0.00,-0.02,-0.01,-0.05,-0.03,1009.29
0.419,0.02,0.97,0.18,0.02,0.00,-0.02,-0.01,-0.05,-0.03,1009.29
0.434,0.02,0.97,0.18,0.02,0.00,-0.02,-0.02,-0.05,-0.06,1009.29
0.444,0.02,0.97,0.16,0.02,0.00,-0.02,-0.02,-0.05,-0.06,1009.29
0.455,0.03,0.97,0.16,0.02,0.00,-0.02,-0.02,-0.05,-0.06,1009.29
0.456,0.03,0.97,0.16,0.12,-0.04,-0.02,-0.02,-0.05,-0.06,1009.29
0.457,0.03,0.97,0.16,0.12,-0.04,-0.02,-0.02,-0.05,-0.06,1009.32
0.505,0.03,0.97,0.17,0.12,-0.04,-0.02,-0.02,-0.05,-0.06,1009.32
