time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.002,0.15,0.83,0.58,-0.01,0.00,0.02,-0.02,0.06,-0.01,1005.91
0.014,0.15,0.83,0.58,-0.01,0.00,0.02,-0.02,0.06,-0.01,1005.91
0.014,0.16,0.83,0.54,-0.01,0.00,0.02,-0.02,0.06,-0.01,1005.91
0.014,0.16,0.83,0.57,-0.01,0.00,0.02,-0.02,0.06,-0.01,1005.91
0.014,0.16,0.83,0.57,-0.01,0.00,0.02,0.02,-0.04,-0.01,1005.91
0.015,0.16,0.83,0.57,0.01,0.00,-0.00,0.02,-0.04,-0.01,1005.91
0.069,0.16,0.83,0.57,0.01,0.00,-0.00,0.02,-0.04,-0.01,1005.91
0.07,0.16,0.83,0.56,0.01,0.00,-0.00,0.02,-0.04,-0.01,1005.91
0.07,0.17,0.83,0.57,0.01,0.00,-0.00,0.02,-0.04,-0.01,1005.91
0.071,0.17,0.83,0.57,0.01,0.00,-0.00,-0.00,-0.01,-0.00,1005.91
0.071,0.17,0.83,0.57,0.05,-0.00,0.01,-0.00,-0.01,-0.00,1005.91
0.087,0.17,0.83,0.57,0.05,-0.00,0.01,-0.00,-0.01,-0.00,1005.92
0.121,0.17,0.83,0.57,0.05,-0.00,0.01,-0.00,-0.01,-0.00,1005.92
0.128,0.16,0.83,0.57,0.05,-0.00,0.01,-0.00,-0.01,-0.00,1005.92
0.128,0.16,0.83,0.57,0.05,-0.00,0.01,-0.00,-0.01,-0.00,1005.92
0.129,0.16,0.83,0.57,0.05,-0.00,0.01,-0.00,-0.01,-0.00,1005.92
0.129,0.16,0.83,0.57,0.05,-0.00,0.01,-0.01,0.01,-0.00,1005.92
0.129,0.16,0.83,0.57,0.05,-0.01,0.04,-0.01,0.01,-0.00,1005.92
0.186,0.16,0.83,0.58,0.05,-0.01,0.04,-0.01,0.01,-0.00,1005.92
0.187,0.16,0.82,0.57,0.05,-0.01,0.04,-0.01,0.01,-0.00,1005.92
0.187,0.16,0.81,0.58,0.05,-0.01,0.04,-0.01,0.01,-0.00,1005.92
0.187,0.16,0.81,0.58,0.04,-0.08,0.08,-0.01,0.01,-0.00,1005.92
0.188,0.16,0.81,0.58,0.04,-0.08,0.08,-0.02,0.02,-0.01,1005.92
0.199,0.16,0.81,0.58,0.04,-0.08,0.08,-0.02,0.02,-0.01,1005.91
0.245,0.16,0.82,0.59,0.04,-0.08,0.08,-0.02,0.02,-0.01,1005.91
0.245,0.17,0.83,0.59,0.04,-0.08,0.08,-0.02,0.02,-0.01,1005.91
0.246,0.16,0.85,0.59,0.04,-0.08,0.08,-0.02,0.02,-0.01,1005.91
0.246,0.16,0.85,0.59,0.04,-0.08,0.08,-0.02,0.05,-0.02,1005.91
0.246,0.16,0.85,0.59,0.09,0.02,0.17,-0.02,0.05,-0.02,1005.91
0.281,0.16,0.85,0.59,0.09,0.02,0.17,-0.02,0.05,-0.02,1005.92
0.304,0.16,0.85,0.59,0.10,0.05,0.07,-0.02,0.05,-0.02,1005.92
0.304,0.16,0.85,0.58,0.10,0.05,0.07,-0.02,0.05,-0.02,1005.92
0.304,0.17,0.83,0.59,0.10,0.05,0.07,-0.02,0.05,-0.02,1005.92
0.304,0.17,0.82,0.58,0.10,0.05,0.07,-0.02,0.05,-0.02,1005.92
0.305,0.17,0.82,0.58,0.10,0.05,0.07,-0.03,0.06,0.02,1005.92
0.32,0.17,0.82,0.58,0.10,0.05,0.07,-0.03,0.06,0.02,1005.91
0.363,0.16,0.81,0.56,0.10,0.05,0.07,-0.03,0.06,0.02,1005.91
0.363,0.15,0.81,0.55,0.10,0.05,0.07,-0.03,0.06,0.02,1005.91
0.364,0.15,0.82,0.54,0.10,0.05,0.07,-0.03,0.06,0.02,1005.91
0.364,0.15,0.82,0.54,0.10,0.05,0.07,-0.07,0.10,0.07,1005.91
0.364,0.15,0.82,0.54,-0.02,-0.13,-0.27,-0.07,0.10,0.07,1005.91
0.399,0.15,0.82,0.54,-0.02,-0.13,-0.27,-0.07,0.10,0.07,1005.92
0.42,0.15,0.82,0.54,0.17,0.10,-0.24,-0.07,0.10,0.07,1005.92
0.421,0.16,0.83,0.54,0.17,0.10,-0.24,-0.07,0.10,0.07,1005.92
0.421,0.18,0.83,0.56,0.17,0.10,-0.24,-0.07,0.10,0.07,1005.92
0.421,0.19,0.84,0.56,0.17,0.10,-0.24,-0.07,0.10,0.07,1005.92
