time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.025,-0.02,0.98,0.11,0.02,0.00,-0.10,0.01,0.01,-0.01,1009.37
0.025,-0.02,0.98,0.11,0.02,0.00,-0.10,0.01,0.01,-0.01,1009.37
0.026,-0.02,0.98,0.11,0.02,0.00,-0.10,0.00,-0.00,-0.01,1009.37
0.035,-0.03,0.97,0.11,0.02,0.00,-0.10,0.00,-0.00,-0.01,1009.37
0.036,-0.03,0.97,0.11,0.02,0.00,-0.10,0.00,-0.00,-0.01,1009.30
0.044,-0.03,0.97,0.11,0.05,0.01,0.08,0.00,-0.00,-0.01,1009.30
0.094,-0.03,0.97,0.11,0.05,0.01,0.08,0.01,-0.00,-0.01,1009.30
0.095,-0.02,0.98,0.10,0.05,0.01,0.08,0.01,-0.00,-0.01,1009.30
0.095,-0.02,0.98,0.10,0.05,0.01,0.08,0.01,-0.00,-0.01,1009.30
0.102,-0.03,0.98,0.10,0.05,0.01,0.08,0.01,-0.00,-0.01,1009.30
0.114,-0.03,0.98,0.10,0.05,0.01,0.08,0.01,-0.00,-0.01,1009.30
0.115,-0.03,0.98,0.10,0.04,-0.01,0.01,0.01,-0.00,-0.01,1009.30
0.115,-0.03,0.98,0.10,0.04,-0.01,0.01,0.01,-0.00,-0.01,1009.31
0.156,-0.03,0.98,0.10,0.04,-0.01,0.01,0.01,-0.00,-0.01,1009.33
0.157,-0.02,0.98,0.10,0.04,-0.01,0.01,0.01,-0.00,-0.01,1009.33
0.157,-0.02,0.98,0.10,0.04,-0.01,0.01,0.01,-0.00,-0.01,1009.33
0.164,-0.02,0.98,0.10,0.04,-0.01,0.01,0.01,-0.00,-0.01,1009.33
0.184,-0.02,0.98,0.10,0.02,0.00,-0.02,0.01,-0.00,-0.01,1009.33
0.185,-0.03,0.98,0.10,0.02,0.00,-0.02,0.01,-0.00,-0.01,1009.33
0.236,-0.03,0.98,0.10,0.02,0.00,-0.02,0.00,0.00,-0.01,1009.33
0.236,-0.03,0.98,0.10,0.02,0.00,-0.02,0.00,0.00,-0.01,1009.33
0.237,-0.03,0.97,0.10,0.02,0.00,-0.02,0.00,0.00,-0.01,1009.33
0.237,-0.03,0.98,0.10,0.02,0.00,-0.02,0.00,0.00,-0.01,1009.33
0.237,-0.03,0.98,0.10,0.02,0.00,-0.02,0.00,0.00,-0.01,1009.28
0.255,-0.03,0.98,0.10,0.03,0.01,-0.02,0.00,0.00,-0.01,1009.28
0.256,-0.02,0.98,0.10,0.03,0.01,-0.02,0.00,0.00,-0.01,1009.28
0.301,-0.03,0.97,0.11,0.03,0.01,-0.02,0.00,0.00,-0.01,1009.28
0.301,-0.03,0.98,0.10,0.03,0.01,-0.02,0.00,0.00,-0.01,1009.28
0.304,-0.03,0.98,0.10,0.03,0.01,-0.02,0.00,0.00,-0.01,1009.28
0.315,-0.03,0.98,0.10,0.03,0.01,-0.02,0.00,0.00,-0.01,1009.28
0.316,-0.03,0.98,0.10,0.03,0.01,-0.02,0.00,0.00,-0.01,1009.31
0.325,-0.03,0.98,0.10,0.04,-0.00,-0.03,0.00,0.00,-0.01,1009.31
0.356,-0.03,0.98,0.10,0.04,-0.00,-0.03,0.00,0.00,-0.01,1009.29
0.357,-0.03,0.98,0.10,0.04,-0.00,-0.03,0.00,0.00,-0.01,1009.29
0.357,-0.03,0.98,0.11,0.04,-0.00,-0.03,0.00,0.00,-0.01,1009.29
0.375,-0.03,0.98,0.11,0.04,-0.00,-0.03,0.00,0.00,-0.00,1009.29
0.395,-0.03,0.98,0.11,0.02,0.00,-0.01,0.00,0.00,-0.00,1009.29
0.396,-0.02,0.98,0.10,0.02,0.00,-0.01,0.00,0.00,-0.00,1009.29
0.396,-0.02,0.98,0.10,0.02,0.00,-0.01,0.00,0.00,-0.00,1009.29
0.435,-0.02,0.98,0.10,0.02,0.00,-0.01,0.00,0.00,-0.00,1009.29
0.436,-0.02,0.97,0.11,0.02,0.00,-0.01,0.00,0.00,-0.00,1009.29
0.436,-0.02,0.97,0.11,0.02,0.00,-0.01,0.00,0.00,-0.00,1009.29
0.443,-0.02,0.97,0.11,0.02,0.00,-0.01,0.01,0.00,-0.01,1009.29
0.465,-0.02,0.97,0.11,0.05,0.00,0.00,0.01,0.00,-0.01,1009.29
0.465,-0.03,0.98,0.10,0.05,0.00,0.00,0.01,0.00,-0.01,1009.29
0.501,-0.03,0.98,0.10,0.05,0.00,0.00,0.01,0.00,-0.01,1009.29
0.501,-0.03,0.97,0.09,0.05,0.00,0.00,0.01,0.00,-0.01,1009.29
0.514,-0.03,0.97,0.09,0.05,0.00,0.00,0.01,0.01,0.00,1009.29
0.515,-0.02,0.99,0.09,0.05,0.00,0.00,0.01,0.01,0.00,1009.29
0.515,-0.02,0.99,0.09,0.05,0.00,0.00,0.01,0.01,0.00,1009.32
