time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.03,-0.11,0.97,0.01,0.01,-0.02,-0.01,0.02,-0.00,-0.02,1009.22
0.031,-0.11,0.98,0.00,0.01,-0.02,-0.01,0.02,-0.00,-0.02,1009.22
0.031,-0.11,0.98,0.00,0.01,-0.02,-0.01,0.02,-0.00,-0.02,1009.22
0.048,-0.11,0.97,-0.00,0.01,-0.02,-0.01,0.02,-0.00,-0.02,1009.22
0.049,-0.11,0.97,-0.00,0.05,0.01,0.03,0.02,-0.00,-0.02,1009.22
0.06,-0.11,0.98,-0.00,0.05,0.01,0.03,0.02,-0.00,-0.02,1009.22
0.061,-0.11,0.98,-0.00,0.05,0.01,0.03,0.02,-0.00,-0.02,1009.22
0.099,-0.11,0.98,-0.00,0.05,0.01,0.03,0.02,0.00,-0.01,1009.22
0.1,-0.12,0.98,-0.01,0.05,0.01,0.03,0.02,0.00,-0.01,1009.22
0.119,-0.12,0.98,-0.01,0.04,-0.00,0.01,0.02,0.00,-0.01,1009.22
0.12,-0.10,0.98,-0.00,0.04,-0.00,0.01,0.02,0.00,-0.01,1009.22
0.12,-0.11,0.98,-0.00,0.04,-0.00,0.01,0.02,0.00,-0.01,1009.22
0.142,-0.11,0.97,0.00,0.04,-0.00,0.01,0.02,0.00,-0.01,1009.22
0.143,-0.11,0.97,0.00,0.04,-0.00,0.01,0.02,0.00,-0.01,1009.23
0.169,-0.11,0.97,0.00,0.04,-0.00,0.01,0.01,0.00,-0.01,1009.23
0.17,-0.11,0.98,-0.01,0.04,-0.00,0.01,0.01,0.00,-0.01,1009.23
0.182,-0.11,0.98,0.00,0.04,-0.00,0.01,0.01,0.00,-0.01,1009.23
0.183,-0.11,0.98,0.00,0.04,-0.00,0.01,0.01,0.00,-0.01,1009.23
0.189,-0.11,0.98,0.00,0.03,0.01,-0.01,0.01,0.00,-0.01,1009.23
0.239,-0.11,0.98,0.00,0.03,0.01,-0.01,0.01,-0.00,-0.01,1009.23
0.24,-0.11,0.98,-0.00,0.03,0.01,-0.01,0.01,-0.00,-0.01,1009.23
0.24,-0.12,0.97,-0.00,0.03,0.01,-0.01,0.01,-0.00,-0.01,1009.23
0.258,-0.12,0.97,-0.00,0.03,-0.01,0.02,0.01,-0.00,-0.01,1009.23
0.259,-0.11,0.98,-0.01,0.03,-0.01,0.02,0.01,-0.00,-0.01,1009.23
0.259,-0.11,0.97,-0.01,0.03,-0.01,0.02,0.01,-0.00,-0.01,1009.23
0.262,-0.11,0.97,-0.01,0.03,-0.01,0.02,0.01,-0.00,-0.01,1009.24
0.308,-0.11,0.97,-0.01,0.03,-0.01,0.02,-0.01,-0.01,0.01,1009.24
0.309,-0.11,0.97,-0.00,0.03,-0.01,0.02,-0.01,-0.01,0.01,1009.24
0.309,-0.12,0.97,-0.04,0.03,-0.01,0.02,-0.01,-0.01,0.01,1009.24
0.327,-0.11,0.98,-0.01,0.03,-0.01,0.02,-0.01,-0.01,0.01,1009.24
0.328,-0.11,0.98,-0.01,0.00,-0.00,-0.04,-0.01,-0.01,0.01,1009.24
0.341,-0.10,0.98,0.01,0.00,-0.00,-0.04,-0.01,-0.01,0.01,1009.24
0.342,-0.10,0.98,0.01,0.00,-0.00,-0.04,-0.01,-0.01,0.01,1009.26
0.378,-0.10,0.98,0.01,0.00,-0.00,-0.04,-0.01,-0.01,0.01,1009.26
0.378,-0.10,0.98,0.01,0.00,-0.00,-0.04,-0.02,-0.01,0.01,1009.26
0.381,-0.12,0.97,-0.00,0.00,-0.00,-0.04,-0.02,-0.01,0.01,1009.26
0.381,-0.12,0.97,-0.00,0.00,-0.00,-0.04,-0.02,-0.01,0.01,1009.22
0.399,-0.10,0.98,0.01,0.00,-0.00,-0.04,-0.02,-0.01,0.01,1009.22
0.4,-0.10,0.98,0.01,-0.01,0.00,-0.11,-0.02,-0.01,0.01,1009.22
0.449,-0.11,0.98,0.00,-0.01,0.00,-0.11,-0.02,-0.01,0.01,1009.22
0.45,-0.11,0.98,0.01,-0.01,0.00,-0.11,-0.02,-0.01,0.01,1009.22
0.45,-0.11,0.98,0.01,-0.01,0.00,-0.11,0.02,-0.02,0.01,1009.22
0.461,-0.10,0.97,0.03,-0.01,0.00,-0.11,0.02,-0.02,0.01,1009.22
0.462,-0.10,0.97,0.03,-0.01,0.00,-0.11,0.02,-0.02,0.01,1009.24
0.469,-0.10,0.97,0.03,0.06,0.00,0.11,0.02,-0.02,0.01,1009.24
0.519,-0.10,0.97,0.03,0.06,0.00,0.11,0.12,-0.02,0.03,1009.24
0.52,-0.12,0.96,0.01,0.06,0.00,0.11,0.12,-0.02,0.03,1009.24
0.521,-0.12,0.98,0.00,0.06,0.00,0.11,0.12,-0.02,0.03,1009.24
0.527,-0.10,0.98,0.01,0.06,0.00,0.11,0.12,-0.02,0.03,1009.24
0.539,-0.10,0.98,-0.00,0.06,0.00,0.11,0.12,-0.02,0.03,1009.24
0.54,-0.10,0.98,-0.00,0.01,0.00,0.23,0.12,-0.02,0.03,1009.24
0.541,-0.10,0.98,-0.00,0.01,0.00,0.23,0.12,-0.02,0.03,1009.29
0.581,-0.13,0.97,-0.01,0.01,0.00,0.23,0.12,-0.02,0.03,1009.29
0.583,-0.09,0.99,-0.00,0.01,0.00,0.23,0.12,-0.02,0.03,1009.29
0.584,-0.09,0.99,-0.00,0.01,0.00,0.23,0.12,-0.02,0.03,1009.29
0.588,-0.09,0.99,-0.00,0.01,0.00,0.23,0.22,0.02,0.06,1009.29
0.614,-0.10,0.98,-0.01,0.01,0.00,0.23,0.22,0.02,0.06,1009.29
0.617,-0.10,0.98,-0.01,-0.06,0.01,0.29,0.22,0.02,0.06,1009.29
0.658,-0.10,0.98,-0.01,-0.06,0.01,0.29,0.36,0.02,0.06,1009.29
0.66,-0.08,0.97,0.02,-0.06,0.01,0.29,0.36,0.02,0.06,1009.29
0.661,-0.11,0.97,-0.02,-0.06,0.01,0.29,0.36,0.02,0.06,1009.29
0.661,-0.08,0.98,-0.04,-0.06,0.01,0.29,0.36,0.02,0.06,1009.29
0.662,-0.08,0.98,-0.04,-0.06,0.01,0.29,0.36,0.02,0.06,1009.25
0.678,-0.07,0.98,-0.05,-0.06,0.01,0.29,0.36,0.02,0.06,1009.25
0.679,-0.07,0.98,-0.05,0.00,0.04,0.42,0.36,0.02,0.06,1009.25
0.727,-0.08,0.98,-0.08,0.00,0.04,0.42,0.36,0.02,0.06,1009.25
0.729,-0.09,0.98,-0.07,0.00,0.04,0.42,0.36,0.02,0.06,1009.25
0.729,-0.09,0.98,-0.07,0.00,0.04,0.42,0.43,-0.02,0.02,1009.25
0.741,-0.06,0.99,-0.07,0.00,0.04,0.42,0.43,-0.02,0.02,1009.25
0.742,-0.06,0.99,-0.07,0.00,0.04,0.42,0.43,-0.02,0.02,1009.15
0.748,-0.06,0.99,-0.07,0.12,0.02,0.41,0.43,-0.02,0.02,1009.15
0.781,-0.06,0.99,-0.07,0.12,0.02,0.41,0.43,-0.02,0.02,1009.04
0.783,-0.04,1.00,-0.04,0.12,0.02,0.41,0.43,-0.02,0.02,1009.04
0.783,-0.02,0.99,-0.03,0.12,0.02,0.41,0.43,-0.02,0.02,1009.04
0.798,-0.02,0.99,-0.03,0.12,0.02,0.41,0.47,0.12,-0.14,1009.04
0.818,-0.02,0.99,-0.03,0.38,0.15,0.27,0.47,0.12,-0.14,1009.04
0.82,-0.04,0.99,-0.10,0.38,0.15,0.27,0.47,0.12,-0.14,1009.04
0.82,-0.02,1.01,-0.08,0.38,0.15,0.27,0.47,0.12,-0.14,1009.04
0.861,0.03,1.03,-0.06,0.38,0.15,0.27,0.47,0.12,-0.14,1009.04
0.862,-0.01,1.06,-0.08,0.38,0.15,0.27,0.47,0.12,-0.14,1009.04
0.863,-0.01,1.06,-0.08,0.38,0.15,0.27,0.47,0.12,-0.14,1009.03
0.868,-0.01,1.06,-0.08,0.38,0.15,0.27,0.39,0.46,-0.53,1009.03
0.888,-0.01,1.06,-0.08,1.08,0.26,0.57,0.39,0.46,-0.53,1009.03
0.89,-0.01,1.21,-0.08,1.08,0.26,0.57,0.39,0.46,-0.53,1009.03
0.927,0.02,1.16,-0.06,1.08,0.26,0.57,0.39,0.46,-0.53,1009.03
0.929,0.04,1.20,0.06,1.08,0.26,0.57,0.39,0.46,-0.53,1009.03
0.938,0.04,1.20,0.06,1.08,0.26,0.57,0.02,0.87,-1.13,1009.03
0.941,0.15,1.23,0.25,1.08,0.26,0.57,0.02,0.87,-1.13,1009.03
0.942,0.15,1.23,0.25,1.08,0.26,0.57,0.02,0.87,-1.13,1009.23
0.96,0.04,1.16,0.30,1.08,0.26,0.57,0.02,0.87,-1.13,1009.23
0.961,0.04,1.16,0.30,2.11,1.47,0.51,0.02,0.87,-1.13,1009.23
0.981,-0.21,0.98,0.23,2.11,1.47,0.51,0.02,0.87,-1.13,1009.23
0.982,-0.21,0.98,0.23,2.11,1.47,0.51,0.02,0.87,-1.13,1009.16
1.008,-0.21,0.98,0.23,2.11,1.47,0.51,0.02,1.57,-1.81,1009.16
1.009,-0.77,0.90,-0.11,2.11,1.47,0.51,0.02,1.57,-1.81,1009.16
1.028,-0.77,0.90,-0.11,3.52,2.51,3.05,0.02,1.57,-1.81,1009.16
1.03,-1.34,0.84,-0.25,3.52,2.51,3.05,0.02,1.57,-1.81,1009.16
1.06,-0.66,0.96,-0.10,3.52,2.51,3.05,0.02,1.57,-1.81,1009.16
1.062,0.13,1.18,-0.24,3.52,2.51,3.05,0.02,1.57,-1.81,1009.16
1.063,0.13,1.18,-0.24,3.52,2.51,3.05,0.02,1.57,-1.81,1009.08
1.078,0.13,1.18,-0.24,3.52,2.51,3.05,0.36,-2.04,-0.47,1009.08
1.099,0.13,1.18,-0.24,-4.47,-0.22,0.50,0.36,-2.04,-0.47,1009.08
1.1,0.28,1.11,-0.15,-4.47,-0.22,0.50,0.36,-2.04,-0.47,1009.08
1.1,0.25,0.89,0.01,-4.47,-0.22,0.50,0.36,-2.04,-0.47,1009.08
1.127,0.25,0.78,-0.05,-4.47,-0.22,0.50,0.36,-2.04,-0.47,1009.08
1.14,0.48,0.76,-0.09,-4.47,-0.22,0.50,0.36,-2.04,-0.47,1009.08
1.141,0.48,0.76,-0.09,-4.47,-0.22,0.50,0.36,-2.04,-0.47,1009.14
1.148,0.48,0.76,-0.09,-4.47,-0.22,0.50,-0.17,-2.04,0.20,1009.14
1.169,0.48,0.76,-0.09,4.45,1.13,-0.80,-0.17,-2.04,0.20,1009.14
1.17,0.60,0.78,-0.16,4.45,1.13,-0.80,-0.17,-2.04,0.20,1009.14
1.181,0.60,0.78,-0.16,4.45,1.13,-0.80,-0.17,-2.04,0.20,1009.15
