time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.021,0.06,0.97,0.25,0.01,0.00,0.08,-0.00,-0.01,0.00,1005.94
0.025,0.06,0.97,0.25,0.01,0.00,0.08,0.02,0.02,-0.01,1005.94
0.025,0.06,0.97,0.25,0.09,-0.10,0.10,0.02,0.02,-0.01,1005.94
0.045,0.04,0.98,0.29,0.09,-0.10,0.10,0.02,0.02,-0.01,1005.94
0.045,0.06,0.98,0.29,0.09,-0.10,0.10,0.02,0.02,-0.01,1005.94
0.045,0.06,0.98,0.28,0.09,-0.10,0.10,0.02,0.02,-0.01,1005.94
0.084,0.06,0.98,0.28,-0.03,0.05,0.14,0.02,0.02,-0.01,1005.94
0.084,0.06,0.98,0.28,-0.03,0.05,0.14,0.02,-0.00,0.01,1005.94
0.102,0.06,0.98,0.28,-0.03,0.05,0.14,0.02,-0.00,0.01,1005.94
0.103,0.05,0.97,0.28,-0.03,0.05,0.14,0.02,-0.00,0.01,1005.94
0.103,0.05,0.96,0.29,-0.03,0.05,0.14,0.02,-0.00,0.01,1005.94
0.104,0.05,0.97,0.28,-0.03,0.05,0.14,0.02,-0.00,0.01,1005.94
0.143,0.05,0.97,0.28,-0.02,-0.03,0.09,0.02,-0.00,0.01,1005.94
0.143,0.05,0.97,0.28,-0.02,-0.03,0.09,0.02,-0.00,0.01,1005.93
0.144,0.05,0.97,0.28,-0.02,-0.03,0.09,0.03,0.04,0.01,1005.93
0.162,0.06,0.97,0.27,-0.02,-0.03,0.09,0.03,0.04,0.01,1005.93
0.162,0.05,0.97,0.26,-0.02,-0.03,0.09,0.03,0.04,0.01,1005.93
0.162,0.05,0.99,0.26,-0.02,-0.03,0.09,0.03,0.04,0.01,1005.93
0.2,0.05,0.99,0.26,-0.02,-0.03,0.09,0.01,0.02,0.02,1005.93
0.201,0.05,0.99,0.26,-0.01,0.04,-0.09,0.01,0.02,0.02,1005.93
0.22,0.07,1.01,0.26,-0.01,0.04,-0.09,0.01,0.02,0.02,1005.93
0.22,0.08,1.00,0.27,-0.01,0.04,-0.09,0.01,0.02,0.02,1005.93
0.221,0.07,0.99,0.26,-0.01,0.04,-0.09,0.01,0.02,0.02,1005.93
0.221,0.07,0.99,0.26,-0.01,0.04,-0.09,0.01,0.02,0.02,1005.93
0.259,0.07,0.99,0.26,0.20,0.23,-0.07,0.01,0.02,0.02,1005.93
0.26,0.07,0.99,0.26,0.20,0.23,-0.07,0.04,0.13,-0.02,1005.93
0.279,0.05,0.98,0.26,0.20,0.23,-0.07,0.04,0.13,-0.02,1005.93
0.279,0.02,0.95,0.24,0.20,0.23,-0.07,0.04,0.13,-0.02,1005.93
0.28,0.01,0.94,0.24,0.20,0.23,-0.07,0.04,0.13,-0.02,1005.93
0.302,0.01,0.94,0.24,0.20,0.23,-0.07,0.04,0.13,-0.02,1005.93
0.317,0.01,0.94,0.24,0.20,0.23,-0.07,-0.03,0.15,-0.01,1005.93
0.317,0.01,0.94,0.24,-0.25,-0.20,-0.24,-0.03,0.15,-0.01,1005.93
0.338,0.05,0.96,0.26,-0.25,-0.20,-0.24,-0.03,0.15,-0.01,1005.93
0.338,0.10,0.99,0.26,-0.25,-0.20,-0.24,-0.03,0.15,-0.01,1005.93
0.339,0.14,1.02,0.28,-0.25,-0.20,-0.24,-0.03,0.15,-0.01,1005.93
0.345,0.14,1.02,0.28,-0.25,-0.20,-0.24,-0.03,0.15,-0.01,1005.93
0.376,0.14,1.02,0.28,0.53,0.13,-0.02,-0.03,0.15,-0.01,1005.93
0.376,0.14,1.02,0.28,0.53,0.13,-0.02,0.03,0.15,-0.17,1005.93
0.396,0.15,1.02,0.31,0.53,0.13,-0.02,0.03,0.15,-0.17,1005.93
0.396,0.15,0.96,0.30,0.53,0.13,-0.02,0.03,0.15,-0.17,1005.93
0.397,0.13,0.88,0.33,0.53,0.13,-0.02,0.03,0.15,-0.17,1005.93
0.423,0.13,0.88,0.33,0.53,0.13,-0.02,0.03,0.15,-0.17,1005.93
0.434,0.13,0.88,0.33,0.53,0.13,-0.02,0.10,0.22,-0.54,1005.93
