time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.01,0.15,0.93,0.35,0.08,0.01,-0.04,-0.01,0.07,0.00,1005.98
0.01,0.16,0.94,0.32,0.08,0.01,-0.04,-0.01,0.07,0.00,1005.98
0.01,0.18,0.94,0.35,0.08,0.01,-0.04,-0.01,0.07,0.00,1005.98
0.011,0.18,0.94,0.35,0.08,0.01,-0.04,0.02,-0.05,-0.01,1005.98
0.011,0.18,0.94,0.35,-0.04,0.00,0.10,0.02,-0.05,-0.01,1005.98
0.031,0.18,0.94,0.35,-0.04,0.00,0.10,0.02,-0.05,-0.01,1005.98
0.068,0.18,0.94,0.35,-0.04,0.00,0.10,0.02,-0.05,-0.01,1005.98
0.069,0.17,0.94,0.36,-0.04,0.00,0.10,0.02,-0.05,-0.01,1005.98
0.069,0.17,0.93,0.35,-0.04,0.00,0.10,0.02,-0.05,-0.01,1005.98
0.07,0.17,0.93,0.35,-0.04,0.00,0.10,0.01,-0.01,-0.00,1005.98
0.07,0.17,0.93,0.35,0.01,0.02,-0.00,0.01,-0.01,-0.00,1005.98
0.07,0.17,0.93,0.35,0.01,0.02,-0.00,0.01,-0.01,-0.00,1005.98
0.127,0.17,0.93,0.35,-0.01,-0.04,0.12,0.01,-0.01,-0.00,1005.98
0.127,0.18,0.93,0.34,-0.01,-0.04,0.12,0.01,-0.01,-0.00,1005.98
0.127,0.19,0.94,0.33,-0.01,-0.04,0.12,0.01,-0.01,-0.00,1005.98
0.127,0.18,0.95,0.33,-0.01,-0.04,0.12,0.01,-0.01,-0.00,1005.98
0.128,0.18,0.95,0.33,-0.01,-0.04,0.12,0.03,-0.01,-0.00,1005.98
0.149,0.18,0.95,0.33,-0.01,-0.04,0.12,0.03,-0.01,-0.00,1005.97
0.185,0.19,0.95,0.32,-0.01,-0.04,0.12,0.03,-0.01,-0.00,1005.97
0.185,0.20,0.95,0.32,-0.01,-0.04,0.12,0.03,-0.01,-0.00,1005.97
